"coding","meaning","beta","se","pvalue","n","outlier_count","outlier_pvalue","heteroscedasticity_pvalue","protein","-LOG10P"
15,"ACHE;Acetylcholinesterase",0.0235413042223552,0.00570383452318298,3.6795948783322e-05,33976,1,0.1074206739145,1.58339610889865e-100,"ACHE",4.43419999431291
16,"ACOT13;Acyl-coenzyme A thioesterase 13",-0.00734148250254559,0.00617588901485732,0.234552937511128,34650,1,0.137451401509521,0.0118241438670154,"ACOT13",0.629759123633963
17,"ACOX1;Peroxisomal acyl-coenzyme A oxidase 1",-0.00476724399261834,0.00671768732568703,0.477922050932582,38687,1,0.765088030411567,0.0727263416082272,"ACOX1",0.320642931024698
18,"ACP1;Low molecular weight phosphotyrosine protein phosphatase",0.0125347730295365,0.00607912091931154,0.0392212505661997,33702,1,0.245833912715133,3.63642628772698e-31,"ACP1",1.40647856300528
19,"ACP5;Tartrate-resistant acid phosphatase type 5",-0.059876734220357,0.00643293973494031,1.37053529493939e-20,38926,1,0.0857680874179423,0.823067160609505,"ACP5",19.8631097757392
20,"ACP6;Lysophosphatidic acid phosphatase type 6",-0.00374256069351897,0.00679884660261831,0.582000234306669,39096,1,1.78008069356197,2.69261795559524e-16,"ACP6",0.235076840508062
21,"ACRBP;Acrosin-binding protein",-0.0127065438390858,0.0061724835911452,0.0395420731745913,34627,1,0.133864227860072,1.08659266481211e-06,"ACRBP",1.40294056454481
22,"ACRV1;Acrosomal protein SP-10",0.0113410708945171,0.00388833588766767,0.00354000467951021,33702,10,5.49189532992956e-05,0,"ACRV1",2.45099616388265
23,"ACSL1;Long-chain-fatty-acid--CoA ligase 1",-0.000313322643356769,0.00613840362059757,0.959291545198673,33663,1,0.062195565965928,0.0345773011528203,"ACSL1",0.0180493832061893
24,"ACTA2;Actin, aortic smooth muscle",-0.00882673968032228,0.00576339326492812,0.125649759641049,38118,1,0.127059248408968,5.75614289876287e-109,"ACTA2",0.900838337844712
25,"ACTN2;Alpha-actinin-2",0.0763657078421732,0.00593139286692164,7.66347048096822e-38,33663,1,0.113422415704977,1.97508218780882e-42,"ACTN2",37.115574511124
26,"ACTN4;Alpha-actinin-4",-0.0101820716537172,0.00659755862488179,0.122764113511295,38166,1,0.473281354239752,0.0333480998403865,"ACTN4",0.910928567899662
27,"ACVRL1;Serine/threonine-protein kinase receptor R3",-0.00798207127756183,0.00593517855146454,0.178673634092798,38519,1,0.0757723787948138,5.89086211250785e-12,"ACVRL1",0.747939529267249
28,"ACY1;Aminoacylase-1",-0.0379733095477992,0.0058329625102518,7.60063485351948e-11,38687,2,0.0246060225322362,8.73736396253892e-32,"ACY1",10.119150131158
29,"ACY3;N-acyl-aromatic-L-amino acid amidohydrolase",-0.0073234134906223,0.00597888112023331,0.220628912027177,33663,1,0.116088978281681,1.25277763213121e-15,"ACY3",0.656337576614262
30,"ACYP1;Acylphosphatase-1",-0.00256637762958094,0.0061002319154007,0.673975629108331,33842,1,0.0433705066618165,3.34873293627398e-29,"ACYP1",0.171355807226
31,"ADA;Adenosine deaminase",0.0503350977300188,0.00677146773462675,1.07990188227689e-13,39166,1,1.08930956139891,4.22992379341283e-15,"ADA",12.9666157018478
32,"ADA2;Adenosine deaminase 2",-0.0365667453184652,0.00633823985289273,8.02461468699178e-09,38429,1,0.676777775132009,0.000138508655804064,"ADA2",8.09557581167458
33,"ADAM12;Disintegrin and metalloproteinase domain-containing protein 12",-0.0502566581709326,0.0057589197218525,2.73910472352423e-18,33702,1,0.272881293334366,6.07846284182218e-113,"ADAM12",17.5623913631534
34,"ADAM15;Disintegrin and metalloproteinase domain-containing protein 15",0.000950611976003271,0.00652283373693646,0.884130538087415,38118,1,0.148404652174826,4.73840044220013e-06,"ADAM15",0.0534836085325455
35,"ADAM22;Disintegrin and metalloproteinase domain-containing protein 22",-0.0624861533879687,0.00639824252269704,1.67071848133286e-22,38586,1,0.0549441209730052,0.0560390093691042,"ADAM22",21.7770967232387
36,"ADAM23;Disintegrin and metalloproteinase domain-containing protein 23",0.0057360648270033,0.006763827592859,0.396415241358243,39166,1,1.22576264170602,5.78242853639624e-06,"ADAM23",0.401849656127903
37,"ADAM8;Disintegrin and metalloproteinase domain-containing protein 8",-0.0444186241526123,0.00655571669867595,1.25684594235066e-11,39057,1,0.284488472411534,0.186448700509228,"ADAM8",10.9007179526142
38,"ADAM9;Disintegrin and metalloproteinase domain-containing protein 9",-0.00677360572840579,0.00603313112273112,0.261557964144852,34650,1,0.0570351801418084,7.5566977085511e-13,"ADAM9",0.582432051658324
39,"ADAMTS1;A disintegrin and metalloproteinase with thrombospondin motifs 1",-0.014441680095482,0.00604105221013597,0.0168267753583928,33702,1,0.156280888586766,5.08587978737512e-20,"ADAMTS1",1.77399910317072
40,"ADAMTS13;A disintegrin and metalloproteinase with thrombospondin motifs 13",-0.0162309640844042,0.0067008089949089,0.0154296961299771,39121,1,1.17223716429502,0.110194095992294,"ADAMTS13",1.81164262678025
41,"ADAMTS15;A disintegrin and metalloproteinase with thrombospondin motifs 15",-0.020690139288097,0.00599930159314498,0.000563770681922977,38703,1,0.192090894044158,0.0569694840361567,"ADAMTS15",3.24889751273213
42,"ADAMTS16;A disintegrin and metalloproteinase with thrombospondin motifs 16",-0.0616199274354522,0.00596125049184069,5.18615639665617e-25,38118,1,0.0113585294345451,1.20762905286899e-67,"ADAMTS16",24.2851543905399
43,"ADAMTS4;A disintegrin and metalloproteinase with thrombospondin motifs 4",-0.000370987517521116,0.00594322305057717,0.950227193131581,33702,1,0.314623223936463,2.90189729329541e-59,"ADAMTS4",0.0221725453144077
44,"ADAMTS8;A disintegrin and metalloproteinase with thrombospondin motifs 8",0.093475559138283,0.00664074406833556,6.86768996996289e-45,38977,1,0.350557609944458,1.49818472926865e-07,"ADAMTS8",44.1631893185451
45,"ADAMTSL2;ADAMTS-like protein 2",-0.0304042029850934,0.00587514987878778,2.29112266857133e-07,34793,1,0.0415322507152149,8.2624582056314e-32,"ADAMTSL2",6.63995165770828
46,"ADAMTSL4;ADAMTS-like protein 4",0.00846263037038633,0.00592959458805149,0.153535709214797,33861,1,0.179721231192516,1.52977879380406e-45,"ADAMTSL4",0.81379060056892
47,"ADAMTSL5;ADAMTS-like protein 5",0.0865698203411766,0.00611765851107534,2.46759039423218e-45,34781,1,0.00439742475586907,4.17515484304187e-11,"ADAMTSL5",44.6077269290343
48,"ADCYAP1R1;Pituitary adenylate cyclase-activating polypeptide type I receptor",0.00185859258399593,0.00661449241417371,0.77872117942685,38061,1,0.914656544822791,3.46702022960593e-05,"ADCYAP1R1",0.108618013331172
49,"ADD1;Alpha-adducin",0.000959777799180521,0.0060830561463814,0.874631977827099,33976,1,0.109055608316606,2.78569704684411e-21,"ADD1",0.0581746482580607
50,"ADGRB3;Adhesion G protein-coupled receptor B3",-0.0199435211946524,0.00654472267797269,0.00231088436606145,38519,1,1.63877132407412,7.99820789701326e-09,"ADGRB3",2.63622178556281
51,"ADGRD1;Adhesion G-protein coupled receptor D1",0.0091784605525359,0.00537932762047199,0.0879712812530491,33976,2,0.000721681549556076,1.09201136110727e-72,"ADGRD1",1.05565908272426
52,"ADGRE1;Adhesion G protein-coupled receptor E1",-0.0101030636976273,0.00604568433553195,0.0947070224556046,34650,1,0.122999747733691,9.51870943687256e-18,"ADGRE1",1.02361781718844
53,"ADGRE2;Adhesion G protein-coupled receptor E2",0.00360615732821436,0.00641040935478734,0.573746548966963,38927,1,0.300312142457234,3.20705868632839e-11,"ADGRE2",0.241279913688429
54,"ADGRE5;Adhesion G protein-coupled receptor E5",0.00532208768699514,0.0063799075878977,0.404176169272497,38929,1,0.268396049021012,1.97683397866942e-13,"ADGRE5",0.393429296606364
55,"ADGRF5;Adhesion G protein-coupled receptor F5",-0.0274429663345267,0.00603131161242123,5.38060618013441e-06,34781,1,0.164855214577853,3.27392633558701e-90,"ADGRF5",5.26916879387685
56,"ADGRG1;Adhesion G-protein coupled receptor G1",-0.0420075308879732,0.00618066439035143,1.08663965215527e-11,38703,1,0.0626588706256277,3.40133523382601e-07,"ADGRG1",10.963914451338
57,"ADGRG2;Adhesion G-protein coupled receptor G2",0.0913167456847028,0.00585146019733775,9.7677024706995e-55,38687,1,1.0844908114747,2.35327732214608e-22,"ADGRG2",54.0102075776976
58,"ADGRV1;Adhesion G-protein coupled receptor V1",-0.00252020765092778,0.00614474082825394,0.681705428291596,33653,1,0.140354556109465,0.572615244420843,"ADGRV1",0.166403247782826
59,"ADH1B;All-trans-retinol dehydrogenase",-0.0456996280399296,0.0056761804817837,8.46916914579229e-16,33976,1,0.0350283376390576,1.40778466311327e-100,"ADH1B",15.0721591933407
60,"ADH4;All-trans-retinol dehydrogenase [NAD(+)] ADH4",-0.0606615399795109,0.00586909016579034,5.23927561790553e-25,38118,1,0.00586255661165508,5.69410186893617e-88,"ADH4",24.2807287544081
61,"ADIPOQ;Adiponectin",0.0178996575938922,0.00505907219976286,0.000403496138370947,34773,10,0.000214750764953323,2.93508046626181e-159,"ADIPOQ",3.39416061730428
62,"ADM;Pro-adrenomedullin",-0.059869655027868,0.00545204366559886,5.17470616425493e-28,39157,2,0.00314286539691597,6.99836693013508e-08,"ADM",27.2861143057485
63,"ADRA2A;Alpha-2A adrenergic receptor",-0.00526582277722848,0.00612571068738674,0.390001128343891,33663,1,0.0655678756606243,0.00489936177024435,"ADRA2A",0.408934136479099
64,"AFAP1;Actin filament-associated protein 1",0.00142548821424735,0.00607086817378753,0.814359199439302,33976,1,0.0383022576749031,0.00011306801652161,"AFAP1",0.0891839932369916
65,"AFM;Afamin",-0.0339834433064512,0.00569548428837789,2.44387521145196e-09,34773,5,0.00815625469206484,4.15760337003205e-08,"AFM",8.61192097370012
66,"AFP;Alpha-fetoprotein",-0.0199408468248264,0.00648037165448276,0.0020916181380006,38452,1,0.388420632897052,1.06639064642458e-17,"AFP",2.67951760073059
67,"AGBL2;Cytosolic carboxypeptidase 2",0.00761164882496935,0.00614066308416782,0.215151140827838,33653,1,0.125120370245411,0.0795982995127111,"AGBL2",0.667256346751208
68,"AGER;Advanced glycosylation end product-specific receptor",-0.02890830258605,0.00631422719238956,4.70272598744589e-06,38676,1,0.19753426099655,4.63953606970795e-10,"AGER",5.32765032544424
69,"AGR2;Anterior gradient protein 2 homolog",-0.010066221598451,0.00642409780274611,0.117135410122679,37867,1,0.587577355272107,9.26404829838263e-05,"AGR2",0.931311797530586
70,"AGR3;Anterior gradient protein 3",-0.000569737083429064,0.00642131913997234,0.92930024562172,37991,1,0.991392353046398,6.68145626635007e-05,"AGR3",0.0318439480624006
71,"AGRN;Agrin",-0.0710683345859496,0.00619679592904111,2.12403566113816e-30,38927,1,0.14215427802902,0.0482236506454672,"AGRN",29.6728381960155
72,"AGRP;Agouti-related protein",-0.0447978618302191,0.00665017229790035,1.64661817568112e-11,39166,1,0.924986218576553,0.502252871054713,"AGRP",10.7834070950739
73,"AGT;Angiotensinogen",0.0169155441292671,0.00603313736306226,0.00505365526177803,34757,1,0.0272436589703901,1.49513011421392e-38,"AGT",2.2963943870726
74,"AGXT;Serine--pyruvate aminotransferase",-0.0460342127397828,0.00646414128419969,1.08638367348666e-12,38687,1,0.414384490906117,4.38483817907785e-54,"AGXT",11.9640167697277
75,"AHCY;Adenosylhomocysteinase",-0.00515668844840632,0.00666543086346191,0.439144489405184,38687,1,0.75944052994317,4.70964643926444e-07,"AHCY",0.357392562612265
76,"AHNAK;Neuroblast differentiation-associated protein AHNAK",0.0411984484090782,0.00563152805455389,2.61759246876036e-13,33861,1,0.0544188848674402,6.451799347118e-102,"AHNAK",12.5820979675429
77,"AHNAK2;Protein AHNAK2",0.0176056439586465,0.00595318254791704,0.00310510064899031,33861,1,0.0464541676998818,3.48814738717176e-38,"AHNAK2",2.50792431800184
78,"AHSA1;Activator of 90 kDa heat shock protein ATPase homolog 1",-0.00418301724106425,0.00620680576644092,0.500353698419384,34627,1,0.0749884669827139,0.000863768647148002,"AHSA1",0.300722885731884
79,"AHSG;Alpha-2-HS-glycoprotein",-0.00893293173969343,0.00613193172646804,0.145183623618434,34757,1,0.0421065516275066,8.0547359739242e-12,"AHSG",0.838082368300188
80,"AHSP;Alpha-hemoglobin-stabilizing protein",-0.0125065109556505,0.00643486237244629,0.0519563278573503,38773,1,1.90183104204958,1.14890883948597e-99,"AHSP",1.28436155135663
81,"AIDA;Axin interactor, dorsalization-associated protein",-0.00928888365447927,0.0061514976340924,0.131047695934441,33838,1,0.11261449314133,0.144124370720776,"AIDA",0.882570610366024
82,"AIF1;Allograft inflammatory factor 1",-0.0148772937027921,0.00657180456178978,0.0235916267358959,38061,1,0.793950666994964,0.000134670101423839,"AIF1",1.62724211176107
83,"AIF1L;Allograft inflammatory factor 1-like",-0.00675022792199905,0.00613409402613713,0.271146475180339,33861,1,0.412065874819561,7.3593887080638e-91,"AIF1L",0.566796036884725
84,"AIFM1;Apoptosis-inducing factor 1, mitochondrial",-0.0324769221949457,0.00654045829773943,6.8801037050463e-07,38633,1,0.939289741037377,2.80822203390287e-08,"AIFM1",6.16240501551595
85,"AK1;Adenylate kinase isoenzyme 1",-0.00269304537801494,0.00658412481287867,0.682526508186196,38687,1,1.34341475669034,2.31351888453657e-31,"AK1",0.165880476689511
86,"AK2;Adenylate kinase 2, mitochondrial",-0.00779632956921815,0.0062078330938768,0.209165822551939,34728,1,0.148557810461427,0.0278921369179625,"AK2",0.679509277212522
87,"AKAP12;A-kinase anchor protein 12",0.0473568980230242,0.00609028023926599,7.70730482476437e-15,33976,1,0.056184631072173,3.2269162264508e-21,"AKAP12",14.1130974642792
88,"AKR1B1;Aldo-keto reductase family 1 member B1",0.00237831129209394,0.00660518478390202,0.718798777261466,38061,1,0.26284481004698,0.0279633127664787,"AKR1B1",0.143392670334697
89,"AKR1B10;Aldo-keto reductase family 1 member B10",-0.0183457909303834,0.0061250686023035,0.0027446562788868,33838,1,0.119061716270176,0.54574581004846,"AKR1B10",2.56151203574195
90,"AKR1C4;Aldo-keto reductase family 1 member C4",-0.00630587393462804,0.00657883871412868,0.337812404489499,38118,1,0.737327453976461,7.6966551757279e-08,"AKR1C4",0.471324407155685
91,"AKR7L;Aflatoxin B1 aldehyde reductase member 4",-0.020657255020461,0.00595357515282846,0.000521647392943483,33702,1,0.190144488909085,9.67608167998549e-60,"AKR7L",3.28262295876612
92,"AKT1S1;Proline-rich AKT1 substrate 1",-0.0149302962214055,0.00655029855496507,0.0226529318616403,38047,1,0.158871469142893,5.06653824276714e-06,"AKT1S1",1.64487558133634
93,"AKT2;RAC-beta serine/threonine-protein kinase",-0.00105525924124524,0.00620442863157892,0.864946942880625,34740,1,0.0934309914424073,0.779662862262928,"AKT2",0.063010531981294
94,"AKT3;RAC-gamma serine/threonine-protein kinase",0.00873226454491245,0.00656337969167854,0.183377260414534,37869,1,0.501574344411281,0.0611648627518065,"AKT3",0.736654519749842
95,"ALCAM;CD166 antigen",-0.0110496016525972,0.00619418834376569,0.0744532025136512,39121,1,0.244690811136236,3.17892237014838e-21,"ALCAM",1.12811661686286
96,"ALDH1A1;Retinal dehydrogenase 1",-0.0276278830947369,0.00634001579110431,1.31773778506693e-05,38843,1,0.542635616723453,5.80221732039189e-52,"ALDH1A1",4.88017100084066
97,"ALDH2;Aldehyde dehydrogenase, mitochondrial",-0.0325113074878907,0.00617545993706069,1.41334333513053e-07,34627,1,0.0857482459481287,6.26752119653519e-17,"ALDH2",6.84975232474724
98,"ALDH3A1;Aldehyde dehydrogenase, dimeric NADP-preferring",-0.0123542553218768,0.0062255587354155,0.0472137318456716,38686,1,0.0481502032653491,4.90482924421741e-39,"ALDH3A1",1.32593167091107
99,"ALDH5A1;Succinate-semialdehyde dehydrogenase, mitochondrial",-0.032508223812579,0.00618272618277485,1.46562023634571e-07,34740,1,0.0579268738088545,0.179529218573274,"ALDH5A1",6.83397854717472
100,"ALMS1;Alstrom syndrome protein 1",-0.00640158774813651,0.00620208879433888,0.30200147958837,34147,1,0.0796983038687164,0.472118773345592,"ALMS1",0.519990929309437
101,"ALPI;Intestinal-type alkaline phosphatase",0.00423562669945143,0.00612468157568958,0.489214156410647,33702,1,0.0987533799626142,9.474737588358e-06,"ALPI",0.310500984256207
102,"ALPP;Alkaline phosphatase, placental type",-0.00619090120690771,0.00596620164076279,0.299433890088928,38703,2,0.0127787929413721,0.438535020303603,"ALPP",0.523699047527803
103,"AMBN;Ameloblastin",0.00432502182907626,0.00659319605766273,0.511839282018292,38166,1,0.510822905432767,1.42473220927565e-10,"AMBN",0.290866386465409
104,"AMBP;Protein AMBP",-0.0224382408558343,0.00610653066967948,0.00023866546418958,39097,1,0.00286953175196569,0.329818381256872,"AMBP",3.62221042052834
105,"AMDHD2;N-acetylglucosamine-6-phosphate deacetylase",-0.00404146114094299,0.0062432534329527,0.517421014714397,34793,1,0.218844972802562,0.987684644335228,"AMDHD2",0.286155936676368
106,"AMFR;E3 ubiquitin-protein ligase AMFR",-0.0177462705806453,0.0065919021278642,0.00710279171288292,38047,1,0.308380486618071,1.87851225852405e-12,"AMFR",2.14857092068933
107,"AMIGO1;Amphoterin-induced protein 1",-0.00133480481708607,0.00616784862120442,0.828666861833468,33838,1,0.0825244046148838,0.475349624775898,"AMIGO1",0.0816200281294167
108,"AMIGO2;Amphoterin-induced protein 2",0.00502008488471381,0.0066864368603301,0.452785869633997,38703,1,1.72388988936698,0.239265581072127,"AMIGO2",0.344107134902245
109,"AMN;Protein amnionless",-0.0377052215857204,0.00649852321630686,6.59976433315956e-09,38166,1,0.362861809764068,0.00169019997171067,"AMN",8.18047157213021
110,"AMOT;Angiomotin",-0.0261090654570941,0.00551724961427902,2.22925739295838e-06,33976,2,0.00127929789614137,5.19179233626675e-107,"AMOT",5.65183978441888
111,"AMOTL2;Angiomotin-like protein 2",-0.0147006532731911,0.00615938062218518,0.0170052692000779,34494,1,0.0766660037368466,9.75357793874202e-31,"AMOTL2",1.76941648862494
112,"AMPD3;AMP deaminase 3",0.00380553146877924,0.00615891196427458,0.53665175986644,34728,1,0.121436971672885,9.44000598686951e-18,"AMPD3",0.270307442099605
114,"AMY2A;Pancreatic alpha-amylase",-0.00330172360119136,0.00618531043740482,0.593482568939192,37069,1,0.293329376430277,1.3525838783053e-33,"AMY2A",0.226592032100617
115,"AMY2B;Alpha-amylase 2B",4.30482802103376e-05,0.00607655146652144,0.994347611134105,35946,1,0.112856315288873,1.24604387684686e-43,"AMY2B",0.00246176529433761
116,"ANG;Angiogenin",-0.0211516377032914,0.00622263791443248,0.000676657392793545,38556,1,0.254822392883863,3.38614779154022e-44,"ANG",3.16963116895353
117,"ANGPT1;Angiopoietin-1",-0.00393757798366515,0.00666618066091866,0.554738470630328,38621,1,1.21100511064193,0.480580013394464,"ANGPT1",0.255911715132296
118,"ANGPT2;Angiopoietin-2",-0.0111351939165256,0.00655619256559942,0.0894357389324691,39157,1,1.13882061544073,3.28685898748194e-32,"ANGPT2",1.04848890044825
119,"ANGPTL1;Angiopoietin-related protein 1",-0.0192287444786474,0.00641076609461243,0.00270646177700084,38096,1,0.119280772210091,3.17698563704117e-19,"ANGPTL1",2.56759810201273
120,"ANGPTL2;Angiopoietin-related protein 2",-0.0472216630639505,0.0063025267748028,6.90106005106543e-14,38794,1,0.00679871054159838,0.707782631886802,"ANGPTL2",13.1610841934703
121,"ANGPTL3;Angiopoietin-related protein 3",0.0120878389254167,0.0060919164338753,0.0472358803848759,38686,1,0.181406415028834,0.479242103362234,"ANGPTL3",1.32572798582846
122,"ANGPTL4;Angiopoietin-related protein 4",-0.00882175399668827,0.00641142646946412,0.168847376215314,38863,1,2.20603335366202,2.03814735469957e-49,"ANGPTL4",0.772505683646066
123,"ANGPTL7;Angiopoietin-related protein 7",-0.0483565555665893,0.00659883888481015,2.38042173519084e-13,39157,1,0.332675824485478,8.81863994665347e-05,"ANGPTL7",12.6233460929265
124,"ANK2;Ankyrin-2",0.00445737636111647,0.00613669051182182,0.467630165450406,33663,1,0.183006095291732,0.0404237544215791,"ANK2",0.330097481543339
125,"ANKMY2;Ankyrin repeat and MYND domain-containing protein 2",-0.00382072297412886,0.00614611645725657,0.534177347203505,33702,1,0.0694625640335099,0.0406273579268479,"ANKMY2",0.272314532999621
126,"ANKRA2;Ankyrin repeat family A protein 2",0.00191699546310959,0.00613835492286022,0.754816065838298,33516,1,0.141603716498549,0.0101771857236882,"ANKRA2",0.122158864693294
127,"ANKRD54;Ankyrin repeat domain-containing protein 54",-0.00161265503598785,0.0065395162541488,0.805217912688222,38061,1,2.15343063457233,2.32194608758785e-32,"ANKRD54",0.0940865724630638
128,"ANP32C;Acidic leucine-rich nuclear phosphoprotein 32 family member C",-0.00127086099848057,0.00617449469270841,0.836929403129917,33861,1,0.0743610006066033,0.717249069633902,"ANP32C",0.0773111741742347
129,"ANPEP;Aminopeptidase N",-0.00234720321213446,0.00669701147626598,0.725976522743877,38756,1,1.34270534501064,2.1820156933183e-06,"ANPEP",0.139077423663056
130,"ANXA1;Annexin A1",-0.0176758515541138,0.00598442893158328,0.00314266056124325,33781,1,0.0290079938841439,1.69258539005965e-32,"ANXA1",2.50270252459487
131,"ANXA10;Annexin A10",-0.0158647431239608,0.00638480442518544,0.0129679392817183,38047,1,0.181373142602741,1.18386748383764e-15,"ANXA10",1.88712903160159
132,"ANXA11;Annexin A11",-0.000185465697557342,0.00674451192542182,0.978062072553916,38749,1,1.15554881970596,0.00496767396431426,"ANXA11",0.00963358190750077
133,"ANXA2;Annexin A2",-0.0182556973920549,0.00589749449891925,0.0019664384492078,33345,1,0.0254245486353175,4.40750486603118e-56,"ANXA2",2.70631964273898
134,"ANXA3;Annexin A3",-0.00704842992439982,0.00679230476993333,0.299412382736433,39057,1,1.73926690962524,0.00163889734860047,"ANXA3",0.523730242593839
135,"ANXA4;Annexin A4",-0.00300888730783034,0.00668472260518761,0.652630769431686,38503,1,0.566450839147553,0.143506325297732,"ANXA4",0.185332454484128
136,"ANXA5;Annexin A5",5.39890315607916e-05,0.00654151302137477,0.993414942086041,37990,1,1.40865162726759,0.072225992136299,"ANXA5",0.00286931201070434
137,"AOC1;Amiloride-sensitive amine oxidase [copper-containing]",-0.00445030767702517,0.0066505039688525,0.503392055486396,38166,1,0.440834377256262,0.0330105662288135,"AOC1",0.298093642751989
138,"AOC3;Membrane primary amine oxidase",-0.0247449587076276,0.00641338433261503,0.00011434857239428,38818,1,0.0437448635909629,0.251775126529437,"AOC3",3.94176925305248
139,"AP1G2;AP-1 complex subunit gamma-like 2",-0.00953987625257683,0.00617075497612834,0.122118052661352,34627,1,0.0379768779709696,4.23093820391533e-12,"AP1G2",0.913220129735088
140,"AP2B1;AP-2 complex subunit beta",-0.0160599352595346,0.00612734388212469,0.00877044659008344,33838,1,0.0448634051823393,5.95336071647689e-06,"AP2B1",2.05697829184823
141,"AP3B1;AP-3 complex subunit beta-1",-0.00637476058274319,0.00617505787332721,0.301919975990155,34650,1,0.138759290977671,5.86519303594223e-14,"AP3B1",0.520108151715921
142,"AP3S2;AP-3 complex subunit sigma-2",-0.00287631679984249,0.00620151328022324,0.642787603879848,34728,1,0.160298755913683,0.532202157674381,"AP3S2",0.191932507170811
143,"APBB1IP;Amyloid beta A4 precursor protein-binding family B member 1-interacting protein",-0.0326273350367128,0.0064627335150822,4.47228520929321e-07,38703,1,0.576032122029746,1.12395256590164e-75,"APBB1IP",6.34947050814655
144,"APCS;Serum amyloid P-component",-0.0366066398366374,0.00505162071891982,4.36600127652871e-13,34464,8,0.000845714971591923,4.55569973188948e-71,"APCS",12.3599161416481
145,"APEX1;DNA-(apurinic or apyrimidinic site) endonuclease",-0.0194668584916601,0.0066569245641113,0.00345428091326551,39026,1,1.75997841038721,2.27432831067746e-36,"APEX1",2.46164234710432
146,"APLP1;Amyloid-like protein 1",-0.0120096963157704,0.00642410201616385,0.0615643489455034,38687,1,0.299353738485229,3.58061965440446e-13,"APLP1",1.2106707089133
147,"APOA1;Apolipoprotein A-I",0.0661248800369679,0.00557980687098911,2.46190308881135e-32,34773,2,0.0181402082021071,1.15090610869296e-87,"APOA1",31.6087290467836
148,"APOA2;Apolipoprotein A-II",0.0238778322696433,0.00591448361694704,5.42136033955944e-05,34757,1,0.00868784498410476,2.27961640913203e-59,"APOA2",4.26589172566879
149,"APOA4;Apolipoprotein A-IV",0.0379926706478452,0.00605180774720851,3.47214013562993e-10,34773,1,0.0475643078347331,1.44826237458511e-22,"APOA4",9.45940275500977
150,"APOB;Apolipoprotein B-100",-0.0056507086283353,0.00624047205637538,0.365210133407613,34757,1,0.0905280902312796,0.699879273630303,"APOB",0.437457180694274
151,"APOBR;Apolipoprotein B receptor",0.0113569402634714,0.00610181847351419,0.0627191486559115,33861,1,0.104176905577765,1.84324481057033e-12,"APOBR",1.20259984535788
152,"APOC1;Apolipoprotein C-I",0.0403773108946891,0.00568362555291856,1.23397738070424e-12,34704,1,0.13507958537486,4.17900972136128e-112,"APOC1",11.9086928010203
