"coding","meaning","beta","se","pvalue","n","outlier_count","outlier_pvalue","heteroscedasticity_pvalue","protein","-LOG10P"
54,"ADGRE5;Adhesion G protein-coupled receptor E5",0.0446169891502684,0.0255503409150661,0.0808023561527098,9366,1,0.113700899274346,0.000310080534902601,"ADGRE5",1.09257597525015
55,"ADGRF5;Adhesion G protein-coupled receptor F5",-0.0478925278143445,0.0253267810296357,0.0586619699400017,8165,1,0.139796042725508,2.30021549679951e-17,"ADGRF5",1.23164335697587
56,"ADGRG1;Adhesion G-protein coupled receptor G1",-0.139604234835288,0.0252280087116769,3.22062396290147e-08,9306,1,0.673512561021815,0.00169075390991584,"ADGRG1",7.49205998004542
57,"ADGRG2;Adhesion G-protein coupled receptor G2",0.191772967123573,0.023358533518812,2.50721740129247e-16,9317,1,0.00316894181231737,3.60423623073488e-06,"ADGRG2",15.6008080066528
58,"ADGRV1;Adhesion G-protein coupled receptor V1",0.00793168353167825,0.0254368103586221,0.755186226640517,7919,1,0.285763525932162,0.184426751505955,"ADGRV1",0.121945939457562
59,"ADH1B;All-trans-retinol dehydrogenase",-0.0443330473806199,0.0231295345867016,0.0553080969122398,7987,1,0.023094054219513,5.94313899879953e-25,"ADH1B",1.25721128484546
60,"ADH4;All-trans-retinol dehydrogenase [NAD(+)] ADH4",-0.0724603873633156,0.0238585057858918,0.00239547778155995,9174,1,0.278146606624922,2.14784440617291e-21,"ADH4",2.62060785293803
61,"ADIPOQ;Adiponectin",0.00165618791747876,0.0203858107546337,0.935251336638907,8189,3,0.00308661186891623,5.02335609977816e-46,"ADIPOQ",0.0290716624459971
62,"ADM;Pro-adrenomedullin",-0.139704748294626,0.0220048547826455,2.27013446904559e-10,9416,1,0.0189486546968494,0.0566354476709106,"ADM",9.64394841706465
63,"ADRA2A;Alpha-2A adrenergic receptor",-0.0240359745573394,0.0250627829054944,0.337572643344395,7932,1,0.155485126627732,0.548733036030531,"ADRA2A",0.471632755547471
64,"AFAP1;Actin filament-associated protein 1",-0.0324515929020561,0.0253145209281959,0.199902420971145,7987,1,0.11135313296608,0.201011551563061,"AFAP1",0.699181946211836
65,"AFM;Afamin",-0.0138502726962873,0.0230753772893643,0.548377141670092,8189,1,0.0185720096906376,0.000636421611318207,"AFM",0.26092065645992
66,"AFP;Alpha-fetoprotein",0.0118724932389367,0.0265786352086309,0.655107118733308,9262,1,1.63274916795661,0.000387480066671821,"AFP",0.183687681273607
67,"AGBL2;Cytosolic carboxypeptidase 2",0.014420810144758,0.0251090174250184,0.565762254717826,7919,1,0.516216581303294,0.342305069438031,"AGBL2",0.247366030216913
68,"AGER;Advanced glycosylation end product-specific receptor",0.0256108573722534,0.0252343972783281,0.310171036473254,9327,1,0.538693419558269,0.0048894756231011,"AGER",0.508398758705259
69,"AGR2;Anterior gradient protein 2 homolog",-0.0336814508169326,0.0255870099991118,0.188089805681878,9136,1,0.258604067421618,0.214001607762199,"AGR2",0.725634742227846
70,"AGR3;Anterior gradient protein 3",0.0220215675504237,0.0263664627755066,0.403620682306571,9114,1,1.53694997493658,0.00666287970770967,"AGR3",0.394026587773383
71,"AGRN;Agrin",-0.033522418401514,0.025197107209872,0.183416455478174,9384,1,0.610566963960813,0.150667425960301,"AGRN",0.736561703547252
72,"AGRP;Agouti-related protein",-0.0455220805350897,0.0269571283779356,0.0913130955293915,9419,1,0.764552724886088,0.84360596445571,"AGRP",1.0394669343133
73,"AGT;Angiotensinogen",0.0127313254742225,0.0247966084303823,0.6076643810849,8179,1,0.0604477933486135,8.50403347882095e-11,"AGT",0.216336219554674
74,"AGXT;Serine--pyruvate aminotransferase",-0.0374250866008337,0.0261513631189244,0.15243656978558,9317,1,0.217542682716902,3.77449493460862e-16,"AGXT",0.816910832531434
75,"AHCY;Adenosylhomocysteinase",-0.0392152823177713,0.0270308641038775,0.146880569617281,9317,1,0.613641267674496,0.00664019380186183,"AHCY",0.833035651902894
76,"AHNAK;Neuroblast differentiation-associated protein AHNAK",0.131669669801877,0.0233205155528942,1.69794828423389e-08,7961,1,0.339510927334137,4.10645477472271e-21,"AHNAK",7.7700755415443
77,"AHNAK2;Protein AHNAK2",0.0841379421887804,0.0248541311026759,0.000714526670068505,7961,1,0.0424492615177068,5.45764771460441e-08,"AHNAK2",3.1459815563098
78,"AHSA1;Activator of 90 kDa heat shock protein ATPase homolog 1",0.00519681611851663,0.0255553301279968,0.838862303853738,8129,1,0.293024771832944,0.21529032986777,"AHSA1",0.076309321154926
79,"AHSG;Alpha-2-HS-glycoprotein",-0.031764682230097,0.0251941862065208,0.207419061347941,8179,1,0.525231519831152,6.42114696626904e-07,"AHSG",0.683151335421226
80,"AHSP;Alpha-hemoglobin-stabilizing protein",-0.0256673096925217,0.026237475324536,0.32796668265158,9332,1,0.0619693305033287,4.57512639012708e-23,"AHSP",0.484170272981944
81,"AIDA;Axin interactor, dorsalization-associated protein",-0.00932159395316428,0.025387706772091,0.713502305687616,7955,1,0.876405723596159,0.95231137416045,"AIDA",0.146604619121457
82,"AIF1;Allograft inflammatory factor 1",-0.0117933223392203,0.0269488730077485,0.661673313260794,9127,1,0.551572729838211,0.0245905810539507,"AIF1",0.1793563810543
83,"AIF1L;Allograft inflammatory factor 1-like",-0.0179193143992552,0.0254888208263607,0.482059885157945,7961,1,0.57627132652545,5.95269826047956e-26,"AIF1L",0.316899007034733
84,"AIFM1;Apoptosis-inducing factor 1, mitochondrial",-0.0509016910196883,0.0266507726565613,0.0561702295610391,9292,1,0.192265303181216,0.00133144261350641,"AIFM1",1.2504938012104
85,"AK1;Adenylate kinase isoenzyme 1",-0.0171443272833827,0.0268444595205761,0.523063627837793,9317,1,0.275519296441974,6.71010791924172e-08,"AK1",0.281445478363958
86,"AK2;Adenylate kinase 2, mitochondrial",-0.0166940046551134,0.0255875287726601,0.514143905971331,8163,1,0.614887488793514,0.258069759469905,"AK2",0.288915307420896
87,"AKAP12;A-kinase anchor protein 12",0.0718839656636572,0.0249719008863524,0.00400514641879718,7987,1,0.0303751594045247,0.000234940396008988,"AKAP12",2.39738160249777
88,"AKR1B1;Aldo-keto reductase family 1 member B1",0.00954128188913823,0.026871613551991,0.722545981097554,9127,1,3.84135132041051,0.0204199559106262,"AKR1B1",0.141134510230203
89,"AKR1B10;Aldo-keto reductase family 1 member B10",-0.0030247101397738,0.0253421629480848,0.90499724735916,7955,1,0.362247120544313,0.849583430393297,"AKR1B10",0.0433527417434658
90,"AKR1C4;Aldo-keto reductase family 1 member C4",-0.0267747621259877,0.0271440595612217,0.323965422187845,9174,1,0.354225554964494,0.270915986291184,"AKR1C4",0.489501340887182
91,"AKR7L;Aflatoxin B1 aldehyde reductase member 4",-0.00155742136532152,0.0245574423709899,0.949434037139161,7946,1,0.471159522674291,4.35006009389412e-20,"AKR7L",0.0225352029139039
92,"AKT1S1;Proline-rich AKT1 substrate 1",-0.00968468374466869,0.0265756769696266,0.715553497347417,9181,1,0.199104228108981,0.0440743647829292,"AKT1S1",0.14535789127633
93,"AKT2;RAC-beta serine/threonine-protein kinase",-0.0241290249668822,0.0254204204257843,0.342547829320764,8160,1,0.473703077758622,0.332385408150602,"AKT2",0.465278780201235
94,"AKT3;RAC-gamma serine/threonine-protein kinase",-0.00462987914222416,0.0265854088760237,0.861750574018111,9085,1,0.655127159773104,0.64208495763923,"AKT3",0.0646184186333132
95,"ALCAM;CD166 antigen",0.0232064400123473,0.0245507094728867,0.344557991643033,9423,1,0.126958604956674,7.14284281510114e-05,"ALCAM",0.462737672650409
96,"ALDH1A1;Retinal dehydrogenase 1",-0.0128836768192415,0.0255465098530779,0.614046748798928,9353,1,0.535910547696309,8.25218248299148e-17,"ALDH1A1",0.211798563756971
97,"ALDH2;Aldehyde dehydrogenase, mitochondrial",-0.0153012673016795,0.0257436087749038,0.552280241424962,8129,1,0.0266491444458631,0.00116952101341271,"ALDH2",0.257840493972786
98,"ALDH3A1;Aldehyde dehydrogenase, dimeric NADP-preferring",0.010617885566252,0.0251533292613715,0.672942506437968,9292,1,0.782182949307571,8.0607801715618e-08,"ALDH3A1",0.172022038604162
99,"ALDH5A1;Succinate-semialdehyde dehydrogenase, mitochondrial",-0.0508801202978435,0.0252252121315563,0.0437246746614507,8160,1,0.0366528600252408,0.0200185183814788,"ALDH5A1",1.35927341325609
100,"ALMS1;Alstrom syndrome protein 1",0.0237085212234504,0.0254214617539687,0.351045185917648,8023,1,0.163330279124123,0.314719048078927,"ALMS1",0.45463697831578
101,"ALPI;Intestinal-type alkaline phosphatase",-0.0382771195835897,0.0254640925025272,0.132832403485543,7946,2,0.0265470788788417,0.00215193868093341,"ALPI",0.876695969106812
102,"ALPP;Alkaline phosphatase, placental type",-0.0202405886006419,0.0244137324960067,0.407088523188278,9306,1,0.0037788638874669,0.130589767710388,"ALPP",0.390311141261622
103,"AMBN;Ameloblastin",0.00436910231625223,0.0268383424915135,0.870684769216649,9192,1,0.0944786875748577,0.0270783405048262,"AMBN",0.0601390525348841
104,"AMBP;Protein AMBP",-0.0402639299602416,0.0245984486195738,0.101695675187144,9405,1,0.0894078143736812,0.303377900692015,"AMBP",0.992697515929724
105,"AMDHD2;N-acetylglucosamine-6-phosphate deacetylase",-0.052100878683094,0.0255293432210621,0.0413004825367897,8182,1,0.525323084662704,0.080710594661938,"AMDHD2",1.38404487420702
106,"AMFR;E3 ubiquitin-protein ligase AMFR",-0.0438093995178962,0.0271140785726608,0.106184175050102,9181,1,1.60654910141732,7.83573905986898e-05,"AMFR",0.973940202656814
107,"AMIGO1;Amphoterin-induced protein 1",-0.0207096983059773,0.0257245250261852,0.420811135637568,7955,1,0.148725091203287,0.283781815870627,"AMIGO1",0.375912776264109
108,"AMIGO2;Amphoterin-induced protein 2",0.00911643215231011,0.02704605085907,0.73607119493343,9306,1,0.0519617909006619,0.386483879009554,"AMIGO2",0.133080177413364
109,"AMN;Protein amnionless",-0.073542769831916,0.0265466023205221,0.00561126713303754,9192,1,0.280385603616235,0.0103698684810859,"AMN",2.25093905554488
110,"AMOT;Angiomotin",-0.0165182427521848,0.0224337580649172,0.461562581239311,7987,1,0.0576383510322741,1.41438081812644e-14,"AMOT",0.335769406568078
111,"AMOTL2;Angiomotin-like protein 2",-0.0306393174023784,0.0251429612681203,0.223030013318117,8103,1,1.19860614384208,4.80689514204856e-10,"AMOTL2",0.651636689681152
112,"AMPD3;AMP deaminase 3",0.00835922656169109,0.0255372932490326,0.743423623957273,8163,1,0.281140558236637,2.18429183334431e-06,"AMPD3",0.128763642337321
114,"AMY2A;Pancreatic alpha-amylase",0.0313978109442095,0.0248379869105812,0.206225502328739,8950,1,0.0392193254763519,2.11849292719378e-09,"AMY2A",0.685657629858485
115,"AMY2B;Alpha-amylase 2B",0.0282956049640763,0.0242857025275788,0.244004941607949,8708,1,0.0126274388858443,1.79436581001033e-10,"AMY2B",0.612601378204991
116,"ANG;Angiogenin",-0.00959745275780458,0.0255131920042066,0.70679461843913,9266,1,2.97235926880434,1.68733898212532e-13,"ANG",0.150706765887242
117,"ANGPT1;Angiopoietin-1",-0.00260878857474476,0.0272884737882743,0.923840019700599,9317,1,1.21754793019835,0.761607398946687,"ANGPT1",0.0344032285381796
118,"ANGPT2;Angiopoietin-2",-0.062198497009243,0.0267317336255832,0.0199988463197945,9416,1,0.199484973560206,0.000433690446268721,"ANGPT2",1.69899505690595
119,"ANGPTL1;Angiopoietin-related protein 1",-0.0701327450017241,0.0258262036743467,0.00662866976814433,9182,1,0.590146514928392,6.28481234006952e-05,"ANGPTL1",2.17857361643956
120,"ANGPTL2;Angiopoietin-related protein 2",0.00468371758933385,0.0255321894002681,0.854453925092752,9354,1,0.0522458192048225,0.751223184178633,"ANGPTL2",0.0683113508688924
121,"ANGPTL3;Angiopoietin-related protein 3",0.0193125389019189,0.0246075634948385,0.432578389975313,9305,1,0.971171043397119,0.404365964750243,"ANGPTL3",0.363935180109351
122,"ANGPTL4;Angiopoietin-related protein 4",-0.0569766972865737,0.0259929696664919,0.0284037655525659,9370,1,0.643617740838957,2.53377701767196e-05,"ANGPTL4",1.54662408071725
123,"ANGPTL7;Angiopoietin-related protein 7",-0.0507375183926546,0.0263787219236281,0.0544567455511055,9416,1,0.130481448430432,0.000615119609258358,"ANGPTL7",1.26394831656618
124,"ANK2;Ankyrin-2",-0.00830509353774331,0.0251906552230419,0.74164334128347,7932,1,0.433994505620217,0.00817547272596085,"ANK2",0.129804898159354
125,"ANKMY2;Ankyrin repeat and MYND domain-containing protein 2",-0.031764929733425,0.025221642925043,0.207911611515417,7946,1,0.0603602611419321,0.00167939789013849,"ANKMY2",0.682121255371498
126,"ANKRA2;Ankyrin repeat family A protein 2",-0.00335947246097877,0.0252723995218292,0.894251749020632,7892,1,0.242604850691056,0.453887426699587,"ANKRA2",0.0485402017641017
127,"ANKRD54;Ankyrin repeat domain-containing protein 54",0.0342733973661492,0.0267861890112702,0.200747466231788,9127,1,2.73054778196197,4.5670054235206e-08,"ANKRD54",0.697349927536192
128,"ANP32C;Acidic leucine-rich nuclear phosphoprotein 32 family member C",-0.01357510658864,0.0253040665712313,0.591642395287969,7961,1,0.0126270204691776,0.0738003617385012,"ANP32C",0.227940713343278
129,"ANPEP;Aminopeptidase N",-0.0100276527786054,0.0272228664144127,0.712617643348196,9321,1,1.40539188655407,0.000679087211994336,"ANPEP",0.147143429369359
130,"ANXA1;Annexin A1",-0.0257146027822686,0.0245652064841,0.295228538503884,7944,1,0.096954421655333,1.04483536364765e-11,"ANXA1",0.529841663394742
131,"ANXA10;Annexin A10",-0.0403597550491443,0.0257606375270865,0.117214232622471,9181,1,0.508076050072835,0.0228415575751362,"ANXA10",0.931019651337408
132,"ANXA11;Annexin A11",-0.0431476285100265,0.0274642497423609,0.116205779935747,9305,1,4.17434391334982,0.00767124925031851,"ANXA11",0.934772270123204
133,"ANXA2;Annexin A2",-0.0390185453088844,0.0244262872128446,0.110216957759192,7850,1,0.0367565314613746,3.96794641825499e-13,"ANXA2",0.95775158066883
134,"ANXA3;Annexin A3",-0.0289820532705361,0.0272785630443628,0.288059659794916,9420,1,0.395891985889526,0.155480750410903,"ANXA3",0.54051755655866
135,"ANXA4;Annexin A4",-0.0280789586785228,0.0270774500877793,0.299769086375161,9274,1,0.353698955941892,0.79223345570389,"ANXA4",0.52321315570694
136,"ANXA5;Annexin A5",-0.00436148108001122,0.0265081376899642,0.869314679604602,9168,1,3.64964051731004,0.751481297318413,"ANXA5",0.0608229866379686
137,"AOC1;Amiloride-sensitive amine oxidase [copper-containing]",0.0130826759763981,0.0266941876133755,0.624078708939287,9192,1,0.929729945524961,0.0221673140905854,"AOC1",0.204760633551
138,"AOC3;Membrane primary amine oxidase",-0.0178783163608401,0.0258226850696484,0.48873527848085,9339,1,0.908048288095667,0.228678194214837,"AOC3",0.310926311070905
139,"AP1G2;AP-1 complex subunit gamma-like 2",-0.0262286333413571,0.0254105837290259,0.302012358445983,8129,1,0.169086288094069,0.000261668704830237,"AP1G2",0.519975285204836
140,"AP2B1;AP-2 complex subunit beta",-0.0163074299125277,0.0255179774082035,0.522804598990119,7955,1,0.0114507038985603,0.0570776525232625,"AP2B1",0.281660600687427
141,"AP3B1;AP-3 complex subunit beta-1",-0.0079033750969648,0.0256646949202428,0.758130272066744,8149,1,0.0816269365506668,0.000180462175958193,"AP3B1",0.120256161678507
142,"AP3S2;AP-3 complex subunit sigma-2",-0.00777040143259261,0.0254899484008923,0.760494440369375,8163,1,0.671689862137074,0.225451231246549,"AP3S2",0.118903956529757
143,"APBB1IP;Amyloid beta A4 precursor protein-binding family B member 1-interacting protein",-0.022598104474379,0.0268682943415037,0.400330615096123,9306,1,0.477167360222936,1.08442405370451e-18,"APBB1IP",0.397581196157961
144,"APCS;Serum amyloid P-component",-0.0173872527079743,0.0208701463446303,0.404803906016909,8107,1,0.109781935732569,5.34609394011961e-20,"APCS",0.3927553055719
145,"APEX1;DNA-(apurinic or apyrimidinic site) endonuclease",-0.056084290623225,0.0273062248416359,0.0400129138415132,9392,1,0.358431590729858,7.01672928740008e-07,"APEX1",1.3977998210476
146,"APLP1;Amyloid-like protein 1",0.00391470406799379,0.0258221548119603,0.879503723709489,9317,1,0.1740430076345,0.0069421022777268,"APLP1",0.0557623174537515
147,"APOA1;Apolipoprotein A-I",0.115411116351374,0.0226240265128585,3.4498029143191e-07,8189,1,0.000894281480463162,1.97822646419293e-19,"APOA1",6.46220571526545
148,"APOA2;Apolipoprotein A-II",0.0120949955758163,0.0237020442066726,0.609859757516443,8179,1,0.336382178448849,5.96268333445081e-16,"APOA2",0.214770023250202
149,"APOA4;Apolipoprotein A-IV",0.0330332802354465,0.0243176302471686,0.174371530954934,8189,2,0.00274851653427765,0.0019625327482903,"APOA4",0.758524419394462
150,"APOB;Apolipoprotein B-100",-0.0327329760689076,0.0255488887428469,0.200163396805038,8179,1,0.134120738671224,0.278149235060277,"APOB",0.698615337540909
151,"APOBR;Apolipoprotein B receptor",0.0326018619624009,0.0248468343138354,0.189519813879383,7961,1,0.227204694829365,0.00698498892252683,"APOBR",0.722345378790128
152,"APOC1;Apolipoprotein C-I",0.122307281018266,0.0229553948566082,1.0193005763751e-07,8170,1,0.116121055857575,1.49808834517791e-26,"APOC1",6.99169773021118
153,"APOD;Apolipoprotein D",0.0692482464552349,0.0222672598637668,0.00187845331904,7817,3,0.00492325844293022,8.34748793905166e-28,"APOD",2.7261995930069
154,"APOE;Apolipoprotein E",0.00517279799618158,0.0248519700560587,0.835121419062286,8189,1,0.179824440103487,0.00325651229900017,"APOE",0.0782503774562624
155,"APOF;Apolipoprotein F",0.0986720794246264,0.0211082026491348,2.99273587943821e-06,8179,1,0.512886238360554,1.2868653124085e-29,"APOF",5.52393160964294
