"coding","meaning","beta","se","pvalue","n","outlier_count","outlier_pvalue","heteroscedasticity_pvalue","protein","-LOG10P"
16,"ACOT13;Acyl-coenzyme A thioesterase 13",-0.0495898916100323,0.00999141451093638,6.96711993044899e-07,32712,1,0.153259156886507,0.000216319694259788,"ACOT13",6.15694671355271
17,"ACOX1;Peroxisomal acyl-coenzyme A oxidase 1",-0.0240871550032322,0.010884877021811,0.0269106483796845,36448,1,0.729604317416823,0.562033055329839,"ACOX1",1.57007583830734
18,"ACP1;Low molecular weight phosphotyrosine protein phosphatase",0.0383001261526137,0.00981186901760271,9.50267453537855e-05,31885,1,0.270970224443596,2.34704396104683e-26,"ACP1",4.02215414497604
19,"ACP5;Tartrate-resistant acid phosphatase type 5",-0.167234116736747,0.0103341494827708,1.06836669389842e-58,36670,1,0.0542942634399278,0.541999112357223,"ACP5",57.9712796594766
20,"ACP6;Lysophosphatidic acid phosphatase type 6",-0.0387342579549997,0.0109994117510445,0.000429656883767636,36814,1,1.82099633168244,4.39908574068941e-19,"ACP6",3.36687822574663
21,"ACRBP;Acrosin-binding protein",-0.0238483153514451,0.00993980948219258,0.0164332305087044,32702,1,0.124441181598082,0.000285749781696341,"ACRBP",1.78427705286487
22,"ACRV1;Acrosomal protein SP-10",0.0236975259419183,0.00630146155349369,0.000169782314625913,31885,10,6.33150420898434e-05,0,"ACRV1",3.77010755001898
23,"ACSL1;Long-chain-fatty-acid--CoA ligase 1",0.0253008551803119,0.00987476051628779,0.0104064875392643,31776,1,0.0533240424607506,0.067164815826117,"ACSL1",1.98269583146206
24,"ACTA2;Actin, aortic smooth muscle",-0.0159459217584475,0.00925758485590687,0.0849928425063763,35898,1,0.0781743726848845,2.82399449948318e-109,"ACTA2",1.07061764594297
25,"ACTN2;Alpha-actinin-2",0.0719715597602406,0.00957966019212561,5.93257607337756e-14,31776,1,0.00454968999456241,1.28650159576406e-33,"ACTN2",13.2267566841201
26,"ACTN4;Alpha-actinin-4",-0.0285481135598185,0.0106288412403058,0.00723657388856652,35960,1,0.430120371650885,0.365003509206288,"ACTN4",2.14046699919825
27,"ACVRL1;Serine/threonine-protein kinase receptor R3",-0.0384686055109139,0.00957711445765356,5.9132187038744e-05,36265,1,0.052607533568301,2.71096868707892e-14,"ACVRL1",4.2281760580668
28,"ACY1;Aminoacylase-1",-0.0626276006966366,0.00945802296661676,3.60169188517776e-11,36448,2,0.0337284517466342,9.90872982053504e-30,"ACY1",10.4434934426244
29,"ACY3;N-acyl-aromatic-L-amino acid amidohydrolase",-0.0111035453904053,0.00964450130885728,0.249624709200154,31776,1,0.09549355150421,3.85814092163746e-11,"ACY3",0.602712428051504
30,"ACYP1;Acylphosphatase-1",-0.0384461328584878,0.00978327804224788,8.52024462612366e-05,31965,1,0.0294292674167783,1.12130927743269e-25,"ACYP1",4.06954793595507
31,"ADA;Adenosine deaminase",0.0203489511528624,0.0109151436809561,0.0622894730189841,36881,1,1.36176103996354,2.67007065957519e-07,"ADA",1.20558534332582
32,"ADA2;Adenosine deaminase 2",-0.0605595083270509,0.0102638602640425,3.66138992135648e-09,36201,1,0.454536553186415,0.000184279526787397,"ADA2",8.43635401827057
33,"ADAM12;Disintegrin and metalloproteinase domain-containing protein 12",-0.0664148737736239,0.00923579309002106,6.57183580002972e-13,31885,1,0.0175310619064781,1.58371271923637e-136,"ADAM12",12.1823132961244
34,"ADAM15;Disintegrin and metalloproteinase domain-containing protein 15",0.00197172860636421,0.0105254541165375,0.851403312967879,35898,1,0.15712450260226,7.73020203839505e-08,"ADAM15",0.0698646642353808
35,"ADAM22;Disintegrin and metalloproteinase domain-containing protein 22",-0.0626676427804128,0.0104293557394028,1.88708224355244e-09,36327,1,0.0854087139136154,0.00894521499547572,"ADAM22",8.72420917183154
36,"ADAM23;Disintegrin and metalloproteinase domain-containing protein 23",0.00308493848860777,0.0109239382815047,0.777637114749614,36881,1,1.12200718403849,3.42957272038491e-06,"ADAM23",0.109223019755786
37,"ADAM8;Disintegrin and metalloproteinase domain-containing protein 8",-0.0955912158271963,0.0106474415511507,2.88862748990155e-19,36761,1,0.265824700737284,0.117978003842215,"ADAM8",18.5393084600634
38,"ADAM9;Disintegrin and metalloproteinase domain-containing protein 9",0.00372048017455866,0.00971120305331123,0.701639079516903,32712,1,0.0516776100506979,1.33683266686339e-17,"ADAM9",0.153886229867374
39,"ADAMTS1;A disintegrin and metalloproteinase with thrombospondin motifs 1",-0.0120495619279119,0.00971139892274589,0.214701782462428,31885,1,0.00737746891661587,1.35996081549548e-18,"ADAMTS1",0.668164350019348
40,"ADAMTS13;A disintegrin and metalloproteinase with thrombospondin motifs 13",0.0319979128230513,0.01087465267043,0.00325849461703274,36849,1,1.22822306026914,0.213658412628124,"ADAMTS13",2.4869829921135
41,"ADAMTS15;A disintegrin and metalloproteinase with thrombospondin motifs 15",-0.0255671764071771,0.00975428009448843,0.00876767899506755,36465,1,0.221647425806151,0.0193353256353424,"ADAMTS15",2.05711535909042
42,"ADAMTS16;A disintegrin and metalloproteinase with thrombospondin motifs 16",-0.105123292350192,0.00962121876834166,9.55540287229387e-28,35898,1,0.0110683098275943,4.37195560973125e-61,"ADAMTS16",27.0197509976173
43,"ADAMTS4;A disintegrin and metalloproteinase with thrombospondin motifs 4",-0.0212993338802096,0.00951008033448846,0.0251199580964517,31885,1,0.224303763217813,3.25015944754024e-59,"ADAMTS4",1.59998108939722
44,"ADAMTS8;A disintegrin and metalloproteinase with thrombospondin motifs 8",0.140635094527603,0.0107870568388744,9.14567043205519e-39,36684,1,0.293996629563729,2.83088653272128e-06,"ADAMTS8",38.0387844526512
45,"ADAMTSL2;ADAMTS-like protein 2",-0.0618787031847022,0.00940567072922775,4.81146289662611e-11,32859,2,0.0369300460096957,1.08690904296743e-39,"ADAMTSL2",10.3177228588988
46,"ADAMTSL4;ADAMTS-like protein 4",0.00309028401178608,0.00956116611733656,0.746536775506305,32004,1,0.180231206225478,2.72590450223906e-44,"ADAMTSL4",0.12694879342313
47,"ADAMTSL5;ADAMTS-like protein 5",0.156445554252604,0.00986545212608508,2.00870304861506e-56,32845,1,0.00356000144264388,9.27133201951464e-09,"ADAMTSL5",55.6970842613005
48,"ADCYAP1R1;Pituitary adenylate cyclase-activating polypeptide type I receptor",0.00363067914465636,0.0106550947318281,0.73329692679059,35873,1,0.391205085362281,0.00371772196649549,"ADCYAP1R1",0.134720135106238
49,"ADD1;Alpha-adducin",-0.014025172959771,0.00984557681314974,0.154307142239489,32092,1,0.132274661907343,1.7404969415458e-19,"ADD1",0.811613971776049
50,"ADGRB3;Adhesion G protein-coupled receptor B3",-0.0210169055509246,0.010565666571652,0.0466899602276109,36265,1,1.39656525018894,3.94469933217863e-10,"ADGRB3",1.33077649601857
51,"ADGRD1;Adhesion G-protein coupled receptor D1",-0.0107434635124029,0.00869780933035723,0.216768145404321,32092,4,0.000825843656344833,4.46167969964557e-72,"ADGRD1",0.664004538054161
52,"ADGRE1;Adhesion G protein-coupled receptor E1",-0.0332140136051877,0.00981129206374553,0.000711881355652157,32712,1,0.0953782313759872,8.35132112233244e-21,"ADGRE1",3.14759238119338
53,"ADGRE2;Adhesion G protein-coupled receptor E2",0.0371519937230043,0.0103589307690707,0.000335620754344216,36653,1,0.256203760902709,1.35164776709568e-12,"ADGRE2",3.47415119081571
54,"ADGRE5;Adhesion G protein-coupled receptor E5",0.0293255613645249,0.0103304373765972,0.00453150735208716,36676,1,0.274638934551231,1.57679650249324e-15,"ADGRE5",2.34375731105484
55,"ADGRF5;Adhesion G protein-coupled receptor F5",-0.0520820986510142,0.00971305318207157,8.28273595086169e-08,32845,1,0.1981998928683,2.69047023533808e-82,"ADGRF5",7.08182618349337
56,"ADGRG1;Adhesion G-protein coupled receptor G1",-0.075489885567159,0.00999833010300312,4.44551718836146e-14,36465,1,0.0655510117051963,2.62004408840246e-05,"ADGRG1",13.3520777062381
57,"ADGRG2;Adhesion G-protein coupled receptor G2",0.0636380935978832,0.00952936283003029,2.45522343558519e-11,36448,1,0.0171547654488709,8.64879206992281e-21,"ADGRG2",10.6099089791312
58,"ADGRV1;Adhesion G-protein coupled receptor V1",0.00284389082228317,0.00990271128782513,0.773974036700533,31803,1,0.135180355870915,0.00826542493124954,"ADGRV1",0.111273607672163
59,"ADH1B;All-trans-retinol dehydrogenase",-0.0753069586016464,0.00915153087603622,1.96023374510607e-16,32092,1,0.247973508032161,2.12408188989382e-103,"ADH1B",15.7076921387675
60,"ADH4;All-trans-retinol dehydrogenase [NAD(+)] ADH4",-0.110709985276364,0.00947394296253183,1.71956656949529e-31,35898,1,0.00447684847056914,1.84261972330324e-82,"ADH4",30.7645810066958
61,"ADIPOQ;Adiponectin",-0.0279875947302271,0.00822627309841698,0.000669203643728178,32864,9,0.000258647456173753,1.70271395171669e-156,"ADIPOQ",3.17444170302534
62,"ADM;Pro-adrenomedullin",-0.0875891305801533,0.00885406342258233,4.79199186894232e-23,36880,5,0.000433717662447648,8.76316468078204e-12,"ADM",22.3194839275295
63,"ADRA2A;Alpha-2A adrenergic receptor",0.0126717644022565,0.00987805622753678,0.199564637871899,31776,1,0.0666504067610929,0.0844923288953919,"ADRA2A",0.699916411634197
64,"AFAP1;Actin filament-associated protein 1",0.0149536969246428,0.00975017873904244,0.125117178625554,32092,1,0.0327191743513989,0.00320163854125086,"AFAP1",0.902683057452134
65,"AFM;Afamin",-0.0586591653996481,0.0092243392776413,2.05506777928968e-10,32864,6,0.00949433919562678,7.14488321887358e-06,"AFM",9.68717384985309
66,"AFP;Alpha-fetoprotein",-0.0428831546352397,0.010439695999585,4.00494115465161e-05,36205,1,0.331424311112037,8.35049743334918e-18,"AFP",4.3974038607028
67,"AGBL2;Cytosolic carboxypeptidase 2",0.0116870291439276,0.0098677533618202,0.236277166252775,31803,1,0.105433195545091,0.0315486185713565,"AGBL2",0.626578246414912
68,"AGER;Advanced glycosylation end product-specific receptor",0.00160594718890257,0.0102706223412746,0.875747624267671,36402,1,0.266615792016791,1.09522782052774e-13,"AGER",0.0576210321648123
69,"AGR2;Anterior gradient protein 2 homolog",-0.0366114754215029,0.0103551504040998,0.000407395253784286,35636,1,0.541780884193166,0.00050330117815154,"AGR2",3.38998403490213
70,"AGR3;Anterior gradient protein 3",-0.0447494160688285,0.0103503854115758,1.5401975108585e-05,35810,1,0.84279956088352,0.0045268882435309,"AGR3",4.81242358281564
71,"AGRN;Agrin",-0.0882168555513319,0.00998532982023016,1.04782449183652e-18,36653,1,0.0988235943727926,0.000961950189793649,"AGRN",17.9797114545757
72,"AGRP;Agouti-related protein",-0.0782874353148704,0.0107340095883165,3.08297060357002e-13,36881,1,1.66906131108905,0.502873386257774,"AGRP",12.5110306162946
73,"AGT;Angiotensinogen",0.00736722852577305,0.00977313928643136,0.4509602223152,32833,1,0.0246351907050097,1.35248269272858e-35,"AGT",0.345861764088523
74,"AGXT;Serine--pyruvate aminotransferase",-0.0883679941204956,0.0104125903725491,2.20594925878017e-17,36448,1,0.365653275276285,4.50205350771555e-51,"AGXT",16.6564044814177
75,"AHCY;Adenosylhomocysteinase",-0.0343980845718641,0.0107517564477671,0.00137880077694606,36448,1,0.766323693318349,7.25065843601527e-07,"AHCY",2.86049848054166
76,"AHNAK;Neuroblast differentiation-associated protein AHNAK",0.0511433312343596,0.00905319398497418,1.62560695627314e-08,32004,1,0.00952809922140717,2.3474006039637e-98,"AHNAK",7.7889844509657
77,"AHNAK2;Protein AHNAK2",0.0343446563499705,0.00965695622260389,0.000376416930195057,32004,1,0.0570086672392757,1.24927605191773e-39,"AHNAK2",3.42433085143783
78,"AHSA1;Activator of 90 kDa heat shock protein ATPase homolog 1",-0.0273423197873907,0.0100171289334839,0.00634535115678933,32702,1,0.0644309989481934,0.000228367384116111,"AHSA1",2.19754433870152
79,"AHSG;Alpha-2-HS-glycoprotein",-0.0364701423763033,0.00990295701122519,0.000231099010358771,32833,1,0.0413794379076236,1.91520323856362e-11,"AHSG",3.63620191430733
80,"AHSP;Alpha-hemoglobin-stabilizing protein",-0.0102143531821005,0.0104334724342448,0.32758724421433,36501,1,0.226071279152123,4.07552493526822e-83,"AHSP",0.484673017397525
81,"AIDA;Axin interactor, dorsalization-associated protein",-0.00878326726163639,0.00992469808109469,0.376168215004799,31950,1,0.100778311184886,0.504317028804614,"AIDA",0.424617903711757
82,"AIF1;Allograft inflammatory factor 1",-0.0347118490693194,0.0105942714911239,0.00105212015870541,35873,1,0.667232574537102,8.02578200927917e-06,"AIF1",2.97793465820251
83,"AIF1L;Allograft inflammatory factor 1-like",-0.0119097810595094,0.0098148324801053,0.224967846875403,32004,1,0.332630694785392,9.9529576518908e-89,"AIF1L",0.647879548210528
84,"AIFM1;Apoptosis-inducing factor 1, mitochondrial",-0.0778389625145073,0.0105806124510244,1.92404107085207e-13,36410,1,1.01201896985082,3.84272409353111e-08,"AIFM1",12.715785661688
85,"AK1;Adenylate kinase isoenzyme 1",-0.0302220642412195,0.0105781990532568,0.00427888845902405,36448,1,1.10272901244987,6.69766744280763e-26,"AK1",2.3686690344466
86,"AK2;Adenylate kinase 2, mitochondrial",-0.0390469292614895,0.00998599711514575,9.24174587287077e-05,32796,1,0.13415690682326,0.000397607406193562,"AK2",4.03424597777006
87,"AKAP12;A-kinase anchor protein 12",0.0650003271204893,0.00981967266992636,3.66343176552205e-11,32092,1,0.0394216023396771,1.56026779078641e-24,"AKAP12",10.4361118931473
88,"AKR1B1;Aldo-keto reductase family 1 member B1",-0.0262368223888068,0.0106262438232503,0.0135515150430467,35873,1,0.473726269006805,0.00447064163371326,"AKR1B1",1.86801214847568
89,"AKR1B10;Aldo-keto reductase family 1 member B10",-0.0178013007615331,0.00989776031830046,0.0721043879043181,31950,1,0.0795581331155358,0.857141959284259,"AKR1B10",1.14203830553511
90,"AKR1C4;Aldo-keto reductase family 1 member C4",-0.0277454224132251,0.0105963522453734,0.00883819133701709,35898,1,1.37932410116353,1.30559394585973e-06,"AKR1C4",2.05363660067922
91,"AKR7L;Aflatoxin B1 aldehyde reductase member 4",-0.0517693969712782,0.0096071081426197,7.14896088197414e-08,31885,1,0.164238600559934,3.75319738797074e-53,"AKR7L",7.14575707932068
92,"AKT1S1;Proline-rich AKT1 substrate 1",-0.0532053071993026,0.0105984123959533,5.18865097751483e-07,35813,1,0.211129812792538,4.28756417824691e-05,"AKT1S1",6.28494554180022
93,"AKT2;RAC-beta serine/threonine-protein kinase",-0.0279943995566385,0.0100316267327686,0.00526385411805037,32799,1,0.0830802509985464,0.268323293548507,"AKT2",2.27869615522306
94,"AKT3;RAC-gamma serine/threonine-protein kinase",-0.0133342031839633,0.0105854997440362,0.207797804231623,35704,1,0.425862842044633,0.0989368240509161,"AKT3",0.682359045879554
95,"ALCAM;CD166 antigen",-0.0257948109928746,0.00999978812138732,0.00989716056750501,36849,1,0.206009086548383,9.83515973122787e-26,"ALCAM",2.00448938386092
96,"ALDH1A1;Retinal dehydrogenase 1",-0.0714942367189544,0.0102578729710527,3.23007591307566e-12,36562,1,0.236978904059975,8.61553638396019e-39,"ALDH1A1",11.4907872707827
97,"ALDH2;Aldehyde dehydrogenase, mitochondrial",-0.0318837378711906,0.00994725215891476,0.00135060316487664,32702,1,0.0620446053781035,1.85034363088647e-12,"ALDH2",2.86947223692973
98,"ALDH3A1;Aldehyde dehydrogenase, dimeric NADP-preferring",-0.00640721890294273,0.0101030332997157,0.525962353208022,36428,1,0.0581606197324027,1.99984583567936e-35,"ALDH3A1",0.279045340217245
99,"ALDH5A1;Succinate-semialdehyde dehydrogenase, mitochondrial",-0.0464382073610017,0.00996451133440035,3.16897417220576e-06,32799,1,0.18705755665814,0.477736555100373,"ALDH5A1",5.49908130038503
100,"ALMS1;Alstrom syndrome protein 1",-0.00762283073381727,0.00998095981898399,0.445029429873837,32262,1,0.074324309367136,0.652214102474249,"ALMS1",0.351611268099543
101,"ALPI;Intestinal-type alkaline phosphatase",-0.016705115037469,0.00990379683030427,0.0916634401314285,31885,1,0.11122098792496,7.82603706973557e-05,"ALPI",1.03780384770152
102,"ALPP;Alkaline phosphatase, placental type",-0.026375065813935,0.00961607231173163,0.00609455414578633,36465,3,0.00938565442666801,0.25813744780391,"ALPP",2.21505806020265
103,"AMBN;Ameloblastin",0.00370605961599462,0.0106403803606328,0.727615865438859,35960,1,0.515413546895555,1.62414460917348e-09,"AMBN",0.138097839848482
104,"AMBP;Protein AMBP",-0.0542045857208175,0.00992063869918011,4.69010915695015e-08,36825,2,0.00297925267338876,0.85033293250862,"AMBP",7.32881704945774
105,"AMDHD2;N-acetylglucosamine-6-phosphate deacetylase",0.0024343708317427,0.0100567783684046,0.808733098460003,32859,1,0.0894046074435985,0.0689165982012285,"AMDHD2",0.0921947824558639
106,"AMFR;E3 ubiquitin-protein ligase AMFR",-0.0459229430976707,0.010607830151207,1.50088467298524e-05,35813,1,0.244629960787124,7.91012592725847e-12,"AMFR",4.82365267738388
107,"AMIGO1;Amphoterin-induced protein 1",0.00675895514150422,0.00994758111357996,0.496853172187889,31950,1,0.0747986515965341,0.397334085238145,"AMIGO1",0.303771933056723
108,"AMIGO2;Amphoterin-induced protein 2",-0.000715157698928124,0.0108301026169645,0.947350919912448,36465,1,1.6570197659899,0.795339122941604,"AMIGO2",0.0234891188304939
109,"AMN;Protein amnionless",-0.049926592287464,0.0104707184319964,1.86596490792816e-06,35960,1,1.14084884561515,0.000164686528030361,"AMN",5.729096528026
110,"AMOT;Angiomotin",-0.0288135028302512,0.0088684908882779,0.00115940946226762,32092,2,0.0013413030208058,4.63697802221966e-113,"AMOT",2.93576315955103
111,"AMOTL2;Angiomotin-like protein 2",-0.0394149672909816,0.00989380477682895,6.79686186008175e-05,32576,1,0.0784738458926465,1.22225742650743e-35,"AMOTL2",4.1676915566209
112,"AMPD3;AMP deaminase 3",0.00639331164316709,0.00993695205586913,0.519977134184641,32796,1,0.257554202902605,1.83426223378115e-12,"AMPD3",0.28401575389554
114,"AMY2A;Pancreatic alpha-amylase",0.0305976453695013,0.0100112947430589,0.00224246751821476,34930,1,0.283722819751721,1.11527747397009e-37,"AMY2A",2.64927383892479
115,"AMY2B;Alpha-amylase 2B",0.0380139705137948,0.00985212999387576,0.000114318923996664,33871,1,0.145230454186038,2.7924991085952e-49,"AMY2B",3.94188187190525
116,"ANG;Angiogenin",-0.0664733007675233,0.0100441309249653,3.68839750998494e-11,36326,1,0.0424768365369376,1.63289215181025e-42,"ANG",10.4331622798392
117,"ANGPT1;Angiopoietin-1",-0.0316303799291873,0.0107848751563354,0.00336079776055516,36368,1,1.70240223383346,0.0982815615417109,"ANGPT1",2.47355762085916
118,"ANGPT2;Angiopoietin-2",0.063709460354529,0.0105351574303414,1.48689535488588e-09,36880,1,1.18506109200003,2.11762470986041e-31,"ANGPT2",8.82771959529433
119,"ANGPTL1;Angiopoietin-related protein 1",-0.0326260186048351,0.0103203132919492,0.00157175635216711,35917,1,0.0970241988041865,3.6740852951312e-21,"ANGPTL1",2.80361477579689
120,"ANGPTL2;Angiopoietin-related protein 2",-0.0484253648657293,0.0102115997110646,2.12215628198611e-06,36526,1,0.00887779566046032,0.759972679459064,"ANGPTL2",5.67322263650208
121,"ANGPTL3;Angiopoietin-related protein 3",-0.00644165857504853,0.00988482786041746,0.51461735494096,36446,1,0.196562910624877,0.0371263033836619,"ANGPTL3",0.288515571744017
122,"ANGPTL4;Angiopoietin-related protein 4",-0.0179725451144503,0.0103553121618757,0.0826453102963013,36587,1,1.1290444484737,1.01367571138432e-51,"ANGPTL4",1.08278178541042
123,"ANGPTL7;Angiopoietin-related protein 7",-0.0793467109087921,0.0107335731972931,1.47273424720263e-13,36880,1,0.237051091816744,0.00112977559283904,"ANGPTL7",12.8318756139083
124,"ANK2;Ankyrin-2",0.0214510841144582,0.00990534713026719,0.0303486876914083,31776,1,0.191257377969998,0.00638574978040411,"ANK2",1.51786008352454
125,"ANKMY2;Ankyrin repeat and MYND domain-containing protein 2",-0.0246670240889636,0.00988798088818166,0.0126132635327615,31885,1,0.0687955471674501,0.00145086921591601,"ANKMY2",1.89917253032662
126,"ANKRA2;Ankyrin repeat family A protein 2",0.00481179320077098,0.0099302244413932,0.62799158387289,31689,1,0.0534033584224942,0.0926197972017819,"ANKRA2",0.202046176489006
127,"ANKRD54;Ankyrin repeat domain-containing protein 54",-0.0257078473571887,0.0105363211785388,0.0146950680059438,35873,1,0.64030091533149,1.82754022783935e-24,"ANKRD54",1.83282839975552
128,"ANP32C;Acidic leucine-rich nuclear phosphoprotein 32 family member C",-0.00400682617559592,0.0099218557980721,0.686334270757167,32004,1,0.0659844414880929,0.895968315337109,"ANP32C",0.163464314923797
129,"ANPEP;Aminopeptidase N",-0.0086208063767652,0.010788406513817,0.424248877658282,36505,1,0.676004713505434,4.49655204506797e-06,"ANPEP",0.372379297925925
130,"ANXA1;Annexin A1",-0.0234089206590885,0.00965428583272898,0.0153258004444691,31904,1,0.0376114617138076,1.21658707206792e-30,"ANXA1",1.81457683364232
131,"ANXA10;Annexin A10",-0.0253918729903964,0.0102767035692404,0.0134850297767415,35813,1,0.13758873179605,4.38542326129347e-14,"ANXA10",1.87014809022998
132,"ANXA11;Annexin A11",-0.0303301364171558,0.0109036160799495,0.00541096747184687,36491,1,1.27879466191812,0.000126581080195818,"ANXA11",2.26672507683065
133,"ANXA2;Annexin A2",-0.042926172670593,0.00946693923558837,5.80009132719023e-06,31512,2,0.0133061412461958,1.3639845993358e-53,"ANXA2",5.23656516806077
134,"ANXA3;Annexin A3",-0.0539446132255108,0.0110015728664297,9.461523338358e-07,36761,1,2.17867602923689,0.000290719699354594,"ANXA3",6.02403893503775
135,"ANXA4;Annexin A4",-0.0305511517056663,0.0108068332628086,0.00470088776559862,36263,1,0.567302099167785,0.0281722291835282,"ANXA4",2.32782011753395
136,"ANXA5;Annexin A5",-0.0128375681173793,0.0105068500433857,0.221780572710084,35756,1,0.227793905079444,0.454234403858832,"ANXA5",0.654076499369604
137,"AOC1;Amiloride-sensitive amine oxidase [copper-containing]",0.0133970254752473,0.010676927862608,0.209572577378632,35960,1,0.414549926356018,0.00197488782777556,"AOC1",0.678665545506467
138,"AOC3;Membrane primary amine oxidase",-0.0135465318417045,0.0104060931192188,0.192996917900629,36563,1,0.0476503750224598,0.618499460297797,"AOC3",0.71444962648154
139,"AP1G2;AP-1 complex subunit gamma-like 2",-0.0450421161755163,0.00993012487430391,5.75603550514543e-06,32702,1,0.0285163391409751,1.58470991218908e-14,"AP1G2",5.23987653585406
140,"AP2B1;AP-2 complex subunit beta",-0.0338552419938356,0.00988232362795621,0.000613676385665843,31950,1,0.0413560137587982,0.0008422997143798,"AP2B1",3.21206058809351
141,"AP3B1;AP-3 complex subunit beta-1",-0.0468019307972677,0.0099354886433352,2.48024790371163e-06,32712,1,0.134550972077309,4.68167076547019e-19,"AP3B1",5.60550490875713
142,"AP3S2;AP-3 complex subunit sigma-2",-0.0231612591186102,0.00998646317027248,0.0203867614182183,32796,1,0.172337511490934,0.313444731472694,"AP3S2",1.69065175950421
143,"APBB1IP;Amyloid beta A4 precursor protein-binding family B member 1-interacting protein",-0.0785845151595883,0.0103959233770467,4.15160618799336e-14,36465,1,0.36445220018948,1.9000695689294e-72,"APBB1IP",13.3817838494016
144,"APCS;Serum amyloid P-component",-0.0903553907136868,0.00819127720050264,3.05009611637395e-28,32558,8,5.57620404982002e-05,5.89533764094058e-66,"APCS",27.5156864747014
145,"APEX1;DNA-(apurinic or apyrimidinic site) endonuclease",-0.061842784775678,0.010734305864414,8.41696611938002e-09,36752,1,4.17785775594623,2.24121914478345e-30,"APEX1",8.07484442097616
146,"APLP1;Amyloid-like protein 1",0.0319595081946431,0.0104084222854568,0.00213827168113086,36448,1,0.388391797637081,4.73288530939619e-14,"APLP1",2.6699371157222
147,"APOA1;Apolipoprotein A-I",0.0550947808688932,0.00906921573614137,1.25408924414368e-09,32864,3,0.0124623117121908,1.45874964110262e-85,"APOA1",8.90167155691835
148,"APOA2;Apolipoprotein A-II",0.0263546707714802,0.00959919203508334,0.00604499438320418,32833,1,0.00826905108381581,3.93670782395475e-48,"APOA2",2.21860409833415
149,"APOA4;Apolipoprotein A-IV",-0.0313068139771881,0.00977619787375049,0.00136440797457644,32864,1,0.0412033595290387,3.34655502188067e-20,"APOA4",2.86505575092953
150,"APOB;Apolipoprotein B-100",0.0114161145015366,0.0100539849979255,0.256181899271327,32833,1,0.0785440553577424,0.237750107815927,"APOB",0.591451558917206
151,"APOBR;Apolipoprotein B receptor",0.0236279451022543,0.00987081392229613,0.0166842908741702,32004,1,0.104378207133093,2.6957695710986e-15,"APOBR",1.77769224726388
152,"APOC1;Apolipoprotein C-I",0.0278059807483636,0.00925774979714367,0.00267063671075689,32804,1,0.934850675686536,3.3946391670823e-110,"APOC1",2.57338518545082
