"coding","meaning","beta","se","pvalue","n","outlier_count","outlier_pvalue","heteroscedasticity_pvalue","protein","-LOG10P"
36,"ADAM23;Disintegrin and metalloproteinase domain-containing protein 23",0.00404598988754843,0.00547171182313603,0.459659555658432,9508,1,0.504720531562452,0.499073132071582,"ADAM23",0.337563707098254
37,"ADAM8;Disintegrin and metalloproteinase domain-containing protein 8",0.0135988301236462,0.00526172325189315,0.00976731581497578,9512,1,1.93299665244302,0.143791458180609,"ADAM8",2.01022476963928
38,"ADAM9;Disintegrin and metalloproteinase domain-containing protein 9",0.0200769814596874,0.00502423459940916,6.49782135857346e-05,8214,1,0.0156428158724229,0.0281264765428162,"ADAM9",4.18723223267282
39,"ADAMTS1;A disintegrin and metalloproteinase with thrombospondin motifs 1",0.00641535945661955,0.00502960212239936,0.202162222999933,8009,2,0.0262036483272344,0.00305752209957661,"ADAMTS1",0.694299995507927
40,"ADAMTS13;A disintegrin and metalloproteinase with thrombospondin motifs 13",-0.0110365451232549,0.00546872750494872,0.0436068854360315,9514,1,1.23586905863057,0.681638149617178,"ADAMTS13",1.36044493112637
41,"ADAMTS15;A disintegrin and metalloproteinase with thrombospondin motifs 15",0.0138270378108733,0.00489897273988338,0.00477605993020062,9397,1,0.000634234112043777,0.785073463982376,"ADAMTS15",2.3209302322991
42,"ADAMTS16;A disintegrin and metalloproteinase with thrombospondin motifs 16",0.0208335974055534,0.00485364869190805,1.78588315053137e-05,9260,1,1.36307468585658,5.82744944863672e-16,"ADAMTS16",4.74814696019528
43,"ADAMTS4;A disintegrin and metalloproteinase with thrombospondin motifs 4",-0.00216756599651547,0.00500476119319654,0.66495323965151,8009,1,0.406133540368216,2.8542379244261e-09,"ADAMTS4",0.177208893757554
44,"ADAMTS8;A disintegrin and metalloproteinase with thrombospondin motifs 8",-0.0354803476918473,0.00533216963476183,3.01017933704493e-11,9472,1,0.0588727610190764,0.0602789006239171,"ADAMTS8",10.5214076297321
45,"ADAMTSL2;ADAMTS-like protein 2",0.0111436027548476,0.00485421801747909,0.0217207172329182,8248,1,0.144360748750605,0.000629110222909068,"ADAMTSL2",1.663125838146
46,"ADAMTSL4;ADAMTS-like protein 4",-0.00219921162170607,0.00495361266673718,0.657082661339364,8024,1,0.192683246492204,4.41228948593306e-10,"ADAMTSL4",0.182379992532489
47,"ADAMTSL5;ADAMTS-like protein 5",-0.0251408158086533,0.00510600807972249,8.65467643029372e-07,8230,1,0.118069938011055,0.00799473653549273,"ADAMTSL5",6.06274916431831
48,"ADCYAP1R1;Pituitary adenylate cyclase-activating polypeptide type I receptor",-0.00542293937645279,0.00536909225090262,0.312507914599084,9216,1,0.408588919034571,0.0154596380188922,"ADCYAP1R1",0.505138979205723
49,"ADD1;Alpha-adducin",0.002813160857427,0.00503506840064419,0.576372807291452,8053,1,0.0487873679086505,2.80626931616917e-05,"ADD1",0.239296516966046
50,"ADGRB3;Adhesion G protein-coupled receptor B3",0.00409278523772551,0.00528161295425645,0.438411275897514,9358,1,0.643297487601689,0.0246518075444444,"ADGRB3",0.358118284366086
51,"ADGRD1;Adhesion G-protein coupled receptor D1",0.00427579509125571,0.004438566074082,0.33541191625333,8053,2,0.0146032723768159,5.41901274215239e-18,"ADGRD1",0.474421512179738
52,"ADGRE1;Adhesion G protein-coupled receptor E1",0.0046007664730756,0.00502586911739253,0.359999635798837,8214,1,0.0264392271746264,0.000317101210570369,"ADGRE1",0.443697938595589
53,"ADGRE2;Adhesion G protein-coupled receptor E2",-0.00455388760121366,0.00515784088201545,0.377309614735607,9473,1,1.91801774876446,0.000240204239279048,"ADGRE2",0.423302127814069
54,"ADGRE5;Adhesion G protein-coupled receptor E5",-0.00101856166340149,0.00513516044767031,0.842775111209863,9456,1,0.122976067694255,0.00024430347764376,"ADGRE5",0.0742882984362945
55,"ADGRF5;Adhesion G protein-coupled receptor F5",0.0065438873017626,0.0051226338302552,0.201480992696737,8230,1,0.129738018514137,7.64645647716748e-18,"ADGRF5",0.695765918040388
56,"ADGRG1;Adhesion G-protein coupled receptor G1",0.00994927613046061,0.00506617917867967,0.0495755988921315,9397,1,0.672896988524965,0.000549239699090798,"ADGRG1",1.30473203064809
57,"ADGRG2;Adhesion G-protein coupled receptor G2",-0.0468304728123354,0.00467825650734366,1.80149192115743e-23,9405,1,0.00817669734377353,1.18455206822797e-06,"ADGRG2",22.7443676811432
58,"ADGRV1;Adhesion G-protein coupled receptor V1",0.0123326221437215,0.0051581326769386,0.016829831138134,7980,1,0.0415948547330237,0.0297633236103146,"ADGRV1",1.77392024148968
59,"ADH1B;All-trans-retinol dehydrogenase",0.0163701702684472,0.00469044690209141,0.000485413634399111,8053,1,0.0299064069398932,1.96872594463589e-26,"ADH1B",3.31388802927904
60,"ADH4;All-trans-retinol dehydrogenase [NAD(+)] ADH4",0.0215138073357845,0.00479272098255442,7.24755165930267e-06,9260,1,0.20918778733892,3.12564212321029e-22,"ADH4",5.1398086803855
61,"ADIPOQ;Adiponectin",-0.0125407232879328,0.00412272649915007,0.00235867485356032,8254,3,0.00279358052323366,1.5880160374235e-47,"ADIPOQ",2.62733192305551
62,"ADM;Pro-adrenomedullin",0.0358033081657969,0.00439977427132447,4.54130815288147e-16,9507,1,0.0327293070528749,0.0309774436616657,"ADM",15.342819027816
63,"ADRA2A;Alpha-2A adrenergic receptor",0.00405839217383874,0.00506093523280219,0.422631465735974,7994,1,0.13761820388827,0.510876918975169,"ADRA2A",0.374038172009729
64,"AFAP1;Actin filament-associated protein 1",0.00501584027076636,0.00513052181072953,0.328278271360358,8053,1,0.114534268433463,0.237736387988547,"AFAP1",0.483757862139964
65,"AFM;Afamin",0.0209873382839889,0.00466359628786457,6.88059818964757e-06,8254,1,0.0292630043594393,8.17696312622101e-05,"AFM",5.16237380316422
66,"AFP;Alpha-fetoprotein",0.000734639686902425,0.00533257836798161,0.890429558559497,9350,1,1.60553069209382,0.000415026616045714,"AFP",0.050400431662779
67,"AGBL2;Cytosolic carboxypeptidase 2",-0.00227961919067624,0.0050875916398118,0.654111745514229,7980,1,0.474919646064347,0.435934149172239,"AGBL2",0.184348052417922
68,"AGER;Advanced glycosylation end product-specific receptor",-0.00230570731733542,0.00505596542815761,0.648373906529766,9415,1,0.57376802766637,0.00351174980802083,"AGER",0.188174471427106
69,"AGR2;Anterior gradient protein 2 homolog",0.00298033090713195,0.0051223296623689,0.560694674878807,9221,1,0.290638634551953,0.212328142809194,"AGR2",0.251273568534521
70,"AGR3;Anterior gradient protein 3",0.00112408042969221,0.00528644540162998,0.831616813399577,9203,1,1.54664943792285,0.00675785760209837,"AGR3",0.0800767388056439
71,"AGRN;Agrin",0.0190561415214762,0.00504263991051055,0.000158425945522286,9473,1,0.612424311948586,0.155648384764242,"AGRN",3.80017369222617
72,"AGRP;Agouti-related protein",0.00737117291858414,0.00539924287469908,0.172215188598133,9508,1,0.749137036801288,0.869336756669834,"AGRP",0.763928548390694
73,"AGT;Angiotensinogen",-0.00861059783709972,0.0050141184876925,0.0859673828021073,8245,1,0.0648533360032005,1.20227549380243e-10,"AGT",1.0656662947565
74,"AGXT;Serine--pyruvate aminotransferase",0.0126757644551731,0.005254694023897,0.0158723909228692,9405,1,0.225277151484144,1.3406754713432e-17,"AGXT",1.79935764877141
75,"AHCY;Adenosylhomocysteinase",0.0113628005465718,0.00542362240379781,0.0361926094948989,9405,1,0.669862752161083,0.0209750096267248,"AHCY",1.44138010303773
76,"AHNAK;Neuroblast differentiation-associated protein AHNAK",-0.01310980952903,0.00473675660879457,0.00565871600622519,8024,1,0.30198041118182,1.29922038771127e-20,"AHNAK",2.24728210143915
77,"AHNAK2;Protein AHNAK2",0.00175246572362968,0.00503964219112215,0.728047491884948,8024,1,0.0519335705072684,1.68727565006341e-08,"AHNAK2",0.137840289930321
78,"AHSA1;Activator of 90 kDa heat shock protein ATPase homolog 1",0.00445702242072219,0.0051669145023585,0.388378257218318,8194,1,0.29115014561896,0.25752013437512,"AHSA1",0.410745091417021
79,"AHSG;Alpha-2-HS-glycoprotein",0.0102035455901054,0.00510003130374825,0.0454593612645611,8245,1,0.521849416447774,2.19783891402077e-07,"AHSG",1.34237667070575
80,"AHSP;Alpha-hemoglobin-stabilizing protein",0.00801008978484616,0.00525053740898542,0.127149307871962,9422,1,0.0602552237595303,1.14816793157488e-22,"AHSP",0.89568599953236
81,"AIDA;Axin interactor, dorsalization-associated protein",-0.00167560851603068,0.00512429094089899,0.743681552542007,8014,1,0.853283007910734,0.977519534267364,"AIDA",0.128612991308774
82,"AIF1;Allograft inflammatory factor 1",0.0191447591878689,0.00540297552464915,0.000397001595626003,9216,1,0.604063309167811,0.0279251276277834,"AIF1",3.40120774772007
83,"AIF1L;Allograft inflammatory factor 1-like",0.00137780237496522,0.00516753848646063,0.789763663458637,8024,1,0.562047343420645,5.37817749751843e-26,"AIF1L",0.10250285176234
84,"AIFM1;Apoptosis-inducing factor 1, mitochondrial",0.0147568211526293,0.0053321146437951,0.00565926280490299,9383,1,0.190752340777672,0.00267033617567504,"AIFM1",2.24724013782487
85,"AK1;Adenylate kinase isoenzyme 1",0.0101833702024234,0.00538252316202544,0.0585307240604558,9405,1,0.293162291399174,8.44239835684672e-08,"AK1",1.23261610336719
86,"AK2;Adenylate kinase 2, mitochondrial",0.0056962475925298,0.00517612137068416,0.271152806276132,8229,1,0.6186046373787,0.3194518431418,"AK2",0.566785896506298
87,"AKAP12;A-kinase anchor protein 12",-0.0143739107938631,0.00505380407168878,0.00446388265057547,8053,1,0.0440587032001192,4.59120657041846e-05,"AKAP12",2.3502872309337
88,"AKR1B1;Aldo-keto reductase family 1 member B1",0.00652180442245068,0.0053933503509885,0.22660532869854,9216,1,3.86781774066392,0.0347716112188433,"AKR1B1",0.644729881775527
89,"AKR1B10;Aldo-keto reductase family 1 member B10",0.00508397972902805,0.00512845136208312,0.3215552157969,8014,1,0.384649514642454,0.982477622138975,"AKR1B10",0.492744441536225
90,"AKR1C4;Aldo-keto reductase family 1 member C4",0.00399606710550396,0.00545751696612623,0.464056884314189,9260,1,0.337121534789754,0.265758444005638,"AKR1C4",0.333428780157296
91,"AKR7L;Aflatoxin B1 aldehyde reductase member 4",0.00106789283826426,0.00498153972299103,0.830263976539596,8009,1,0.478521187732859,5.40025067436228e-20,"AKR7L",0.0807838048196919
92,"AKT1S1;Proline-rich AKT1 substrate 1",0.00834625756701013,0.00532386495620419,0.116983851853279,9267,1,0.21312790425384,0.0699713408544452,"AKT1S1",0.931874082997627
93,"AKT2;RAC-beta serine/threonine-protein kinase",0.0030437951316435,0.0051486492283582,0.554413928607848,8225,1,0.463794730593432,0.304357340549133,"AKT2",0.256165867426657
94,"AKT3;RAC-gamma serine/threonine-protein kinase",0.00396668948755853,0.00534039095547982,0.457639165528619,9174,1,0.652819478413336,0.786278094532045,"AKT3",0.339476814973131
95,"ALCAM;CD166 antigen",-0.00392019753609891,0.00492466987930804,0.42603300929378,9514,1,0.125019064097536,4.6194166324991e-05,"ALCAM",0.37055675019598
96,"ALDH1A1;Retinal dehydrogenase 1",0.0100241179804598,0.00511137706110094,0.0498922709747276,9443,1,0.43437934748505,1.11207988413234e-16,"ALDH1A1",1.30196672758325
97,"ALDH2;Aldehyde dehydrogenase, mitochondrial",0.00941802561647882,0.00521570600548752,0.0710012111628122,8194,1,0.0205704870428683,0.000695251968961918,"ALDH2",1.14873424287473
98,"ALDH3A1;Aldehyde dehydrogenase, dimeric NADP-preferring",-0.000644353948312982,0.00504598887624029,0.898392084716452,9383,1,0.724882363123552,2.84273446330075e-08,"ALDH3A1",0.0465340830813169
99,"ALDH5A1;Succinate-semialdehyde dehydrogenase, mitochondrial",0.018317095062612,0.00510183087239227,0.000332227948347558,8225,1,0.0512338443566784,0.0479824731360552,"ALDH5A1",3.47856383575408
100,"ALMS1;Alstrom syndrome protein 1",-0.00115501393495573,0.0051358587047863,0.8220689258289,8087,1,0.152750613249241,0.359059123594087,"ALMS1",0.0850917677978887
101,"ALPI;Intestinal-type alkaline phosphatase",-0.00381111907899394,0.00516448096166187,0.460567632719754,8009,2,0.0283521576019636,0.00164433056751589,"ALPI",0.336706586183191
102,"ALPP;Alkaline phosphatase, placental type",-0.00296954306299626,0.004894516468998,0.544059290454902,9397,1,0.00360958091323408,0.0918632313991432,"ALPP",0.264353769209397
103,"AMBN;Ameloblastin",-0.00347280928488885,0.00539005655587398,0.519397367189718,9280,1,0.0952058824974411,0.0213282926218103,"AMBN",0.284500256127346
104,"AMBP;Protein AMBP",0.00178227349201913,0.00492974176094295,0.717707708193184,9496,1,0.0893802473321304,0.418829072365665,"AMBP",0.144052389412398
105,"AMDHD2;N-acetylglucosamine-6-phosphate deacetylase",0.0122079130354995,0.00515240740682613,0.017841788794283,8248,1,0.480925071176596,0.194920331145025,"AMDHD2",1.74856160598336
106,"AMFR;E3 ubiquitin-protein ligase AMFR",0.00882227547839385,0.00544053367973659,0.104926800556479,9267,1,1.60335387520784,0.000113513268433294,"AMFR",0.979113569507144
107,"AMIGO1;Amphoterin-induced protein 1",0.00669958415059606,0.00519432770613963,0.19716139427218,8014,1,0.160760907427133,0.549480229161191,"AMIGO1",0.705178119293064
108,"AMIGO2;Amphoterin-induced protein 2",-0.00339280393411576,0.00541718356109404,0.531130777623927,9397,1,0.0519223715576768,0.549247381947671,"AMIGO2",0.274798531634992
109,"AMN;Protein amnionless",0.0154789011537739,0.00533045988756115,0.00369465427188805,9280,1,0.31371141209379,0.0111625492507427,"AMN",2.43242619457256
110,"AMOT;Angiomotin",0.00854341018019988,0.00455096629835554,0.0605167567925227,8053,1,0.0572535830689836,5.76631873606939e-15,"AMOT",1.21812435468806
111,"AMOTL2;Angiomotin-like protein 2",0.00920662476390657,0.00510069269196663,0.0711154178529244,8168,1,1.17853621153477,1.25799593619483e-09,"AMOTL2",1.14803623383339
112,"AMPD3;AMP deaminase 3",0.00785417288752097,0.00516322732676062,0.128254396926891,8229,1,0.252579499788119,2.22228101246885e-06,"AMPD3",0.89192773710618
114,"AMY2A;Pancreatic alpha-amylase",-0.0147030155986082,0.00498097058649342,0.00316702636116931,9036,1,0.0366057918854882,5.23652891442827e-10,"AMY2A",2.49934832170459
115,"AMY2B;Alpha-amylase 2B",-0.0136334108425315,0.00487646274833575,0.00518906736014945,8791,1,0.011813365748989,4.02979029876607e-11,"AMY2B",2.28491069161933
116,"ANG;Angiogenin",0.0289036185332104,0.00510819111469256,1.57398847466651e-08,9356,1,2.79290769022969,1.42691053933968e-12,"ANG",7.80299845203227
117,"ANGPT1;Angiopoietin-1",0.00202515408013636,0.00546981663088478,0.711210777514273,9405,1,1.18933297055242,0.833349433868315,"ANGPT1",0.148001670795558
118,"ANGPT2;Angiopoietin-2",0.0185999339503417,0.00537614028292543,0.00054311625105748,9507,1,0.199888238878938,0.000113074097687206,"ANGPT2",3.26510720210703
119,"ANGPTL1;Angiopoietin-related protein 1",-0.00458040641469145,0.00518833810419594,0.37735253352782,9269,1,0.574417667381983,1.56136678986036e-05,"ANGPTL1",0.423252729829312
120,"ANGPTL2;Angiopoietin-related protein 2",0.0119853060780231,0.00512473602006405,0.0193708805485862,9443,1,0.0642157598658387,0.871183955377167,"ANGPTL2",1.71285063696287
121,"ANGPTL3;Angiopoietin-related protein 3",-0.00699187618097809,0.00493403168700885,0.156495206829681,9396,1,1.11023410223772,0.627086563381369,"ANGPTL3",0.8054989595827
122,"ANGPTL4;Angiopoietin-related protein 4",0.0165277749757455,0.00522033648450602,0.00155022872575117,9458,1,0.81767683785298,4.81228743545889e-05,"ANGPTL4",2.80960421989217
123,"ANGPTL7;Angiopoietin-related protein 7",0.00902914901697356,0.00529391344784346,0.0881205709109734,9507,1,0.122832880603939,0.000309492769710853,"ANGPTL7",1.05492269782765
124,"ANK2;Ankyrin-2",0.00398101147592342,0.00508832427433971,0.434013542675922,7994,1,0.422754569518677,0.00671565741516836,"ANK2",0.362496718833893
125,"ANKMY2;Ankyrin repeat and MYND domain-containing protein 2",0.00240491306365594,0.00510671524489875,0.637702504965654,8009,1,0.0569966836942379,0.0016691221032215,"ANKMY2",0.195381877052851
126,"ANKRA2;Ankyrin repeat family A protein 2",-0.00540880036168575,0.00512568096839911,0.291349765419333,7953,1,0.246167038884609,0.554590128028159,"ANKRA2",0.535585327246494
127,"ANKRD54;Ankyrin repeat domain-containing protein 54",-0.00283775341878616,0.00537055808495431,0.597240875226117,9216,1,2.91329447925058,2.40916543991346e-08,"ANKRD54",0.223850476771418
128,"ANP32C;Acidic leucine-rich nuclear phosphoprotein 32 family member C",-0.0060664470965189,0.00512936171026309,0.23696696397812,8024,1,0.0130744461224231,0.0388308894166824,"ANP32C",0.62531219560195
129,"ANPEP;Aminopeptidase N",0.00516506413697692,0.00546103664891314,0.34427346247244,9412,1,1.42472133947082,0.000651684835599179,"ANPEP",0.463096452595832
130,"ANXA1;Annexin A1",0.0063269783521616,0.00497598974589239,0.20358729156056,8010,1,0.100941338122584,6.54950746308852e-12,"ANXA1",0.691249335261508
131,"ANXA10;Annexin A10",0.00182407749138059,0.00516884899126585,0.724172802479677,9267,1,0.561044980314167,0.029243504116268,"ANXA10",0.140157789868082
132,"ANXA11;Annexin A11",0.00205529979923746,0.00551001636733276,0.709148269075923,9396,1,4.20929507423977,0.00528558816531627,"ANXA11",0.149262952814904
133,"ANXA2;Annexin A2",0.0058532484474891,0.0049447419042963,0.23655486883223,7911,1,0.0350341742286556,5.34418479783104e-12,"ANXA2",0.626068108764391
134,"ANXA3;Annexin A3",0.00750205722054759,0.00546680176307397,0.170004461692332,9512,1,0.373753894042628,0.211497232842695,"ANXA3",0.769539680604475
135,"ANXA4;Annexin A4",0.00501403896318774,0.00543949674540007,0.356665250487691,9362,1,0.333659191468644,0.849254617564075,"ANXA4",0.447739201445487
136,"ANXA5;Annexin A5",0.00987294555208395,0.00531293913343981,0.0631605941140109,9254,1,3.46336096518916,0.888674092427549,"ANXA5",1.19955379349555
137,"AOC1;Amiloride-sensitive amine oxidase [copper-containing]",-0.000326555266299661,0.00536584206979402,0.951473485246047,9280,1,0.927136779042699,0.0332243024787493,"AOC1",0.0216033097119862
138,"AOC3;Membrane primary amine oxidase",-0.00135234504744771,0.00517925206225591,0.794014800140112,9430,1,0.861507975698991,0.280562104063215,"AOC3",0.100171402410086
139,"AP1G2;AP-1 complex subunit gamma-like 2",0.00434166951105079,0.00514813296878455,0.399058307931053,8194,1,0.165125526689647,0.000489807009936456,"AP1G2",0.398963643254076
140,"AP2B1;AP-2 complex subunit beta",0.0124615052964886,0.00515306754869275,0.0156167205988873,8014,1,0.011220870540952,0.0941332127012165,"AP2B1",1.80641015966073
141,"AP3B1;AP-3 complex subunit beta-1",0.00404243675666759,0.00518703760277691,0.435805261278841,8214,1,0.0840541974128313,0.000294053111980118,"AP3B1",0.360707531018226
142,"AP3S2;AP-3 complex subunit sigma-2",0.0081342372981955,0.00515174393187377,0.114390880650566,8229,1,0.607239205511801,0.382619761060692,"AP3S2",0.941608596530759
143,"APBB1IP;Amyloid beta A4 precursor protein-binding family B member 1-interacting protein",0.0131821672345616,0.0053852072523149,0.014389434487331,9397,1,0.416999544458059,1.42397004455618e-18,"APBB1IP",1.84195627373939
144,"APCS;Serum amyloid P-component",0.00897847817575646,0.00422297471978457,0.0335246564565636,8172,1,0.0958289935320253,2.95871748120555e-20,"APCS",1.47463566388004
145,"APEX1;DNA-(apurinic or apyrimidinic site) endonuclease",0.0117231249247892,0.005481269211412,0.0324805410469953,9483,1,0.501745922215111,2.63068747024894e-07,"APEX1",1.48837674507842
146,"APLP1;Amyloid-like protein 1",4.02578019322017e-05,0.0051843512721983,0.993804451353999,9405,1,0.173946119990909,0.0130951825418354,"APLP1",0.00269906233575744
147,"APOA1;Apolipoprotein A-I",-0.0205979832780144,0.00457910753692257,6.94530268419523e-06,8254,2,0.000488778807941876,6.02504396545822e-19,"APOA1",5.15830882246614
148,"APOA2;Apolipoprotein A-II",0.000542796376644122,0.00479621404809081,0.909897079993539,8245,1,0.341677106319744,1.12321758983267e-15,"APOA2",0.0410077286884651
149,"APOA4;Apolipoprotein A-IV",-0.00910453905399405,0.00491787616061494,0.0641599800804196,8254,2,0.00290284930360271,0.00139482802096255,"APOA4",1.19273577955814
150,"APOB;Apolipoprotein B-100",0.00391747993470191,0.00515868571282222,0.447638079556334,8245,1,0.123763323969935,0.47460633325821,"APOB",0.349072976125468
151,"APOBR;Apolipoprotein B receptor",-0.00154405909344655,0.00503765787176314,0.759229386091358,8024,1,0.224689727384264,0.0148375236778058,"APOBR",0.119626990820047
152,"APOC1;Apolipoprotein C-I",-0.0197470162814128,0.00464611468365662,2.15918833874608e-05,8235,1,0.0728620687038082,2.56490322346588e-27,"APOC1",4.66570947396465
153,"APOD;Apolipoprotein D",-0.01770028479541,0.00448861775272405,8.10418371840984e-05,7879,3,0.00304380525617581,1.62680678152485e-26,"APOD",4.09129072226436
154,"APOE;Apolipoprotein E",-0.00603082684274859,0.00503437590132678,0.23097897177104,8254,1,0.18471979717204,0.00239702258207265,"APOE",0.636427556296149
155,"APOF;Apolipoprotein F",-0.00872216205314626,0.00426697892604226,0.0409747290281917,8245,1,0.482994211902264,5.54749863289019e-30,"APOF",1.38748390980018
